Product Name,url,Image 1 URL,Image 2 URL,description,sale_price,old_price,original_price,current_price,color,image_url,mpn,reference_code,category_id,Stock Status,Categoria,color_homogeneizado,style_tags
Pack chándal sudadera jogger,https://www.pullandbear.com/es/pack-chandal-sudadera-jogger-l07590904?cS=827&pelement=662031722,https://static.pullandbear.net/assets/public/1c57/8e42/a1b04dbc956c/9c5c52c9eba6/03594926827-a6m/03594926827-a6m.jpg?ts=1735837487376&w=438&f=auto,https://static.pullandbear.net/assets/public/8011/5a85/df7d4b0f8f5a/d662258e2273/07590906827-M/07590906827-M.jpg?ts=1736350384306&w=438&f=auto,"Pack de pantalón jogger y sudadera de chándal con capucha, disponible en varios colores.",,,,38.99,Vigoré claro,https://static.pullandbear.net/assets/public/813f/850e/82f24be4bb55/ba2ed8070797/03594926827-C/03594926827-C.jpg?ts=1735837471635&w=106&f=auto,7590/904,7590904.0,1030204719.0,In Stock,Pack,Gris,Futurista
Pack chándal sudadera jogger,https://www.pullandbear.com/es/pack-chandal-sudadera-jogger-l07590904?cS=712&pelement=662031720,https://static.pullandbear.net/assets/public/764a/faf2/440f47b7bd6b/7f5bcdba0fe3/03594927712-a6m/03594927712-a6m.jpg?ts=1735837492675&w=438&f=auto,https://static.pullandbear.net/assets/public/0fb8/8544/30b7485e856f/189f472fe303/07590907712-M/07590907712-M.jpg?ts=1728310318549&w=438&f=auto,"Pack de pantalón jogger y sudadera de chándal con capucha, disponible en varios colores.",,,,38.99,Crudo,https://static.pullandbear.net/assets/public/065b/70ef/8a254493b72f/16b1f6de0bbb/03594927712-C/03594927712-C.jpg?ts=1735837474881&w=106&f=auto,7590/904,7590904.0,1030204719.0,In Stock,Pack,Marrón claro,Rústico
Pack chándal sudadera jogger,https://www.pullandbear.com/es/pack-chandal-sudadera-jogger-l07590908?cS=807&pelement=667124761,https://static.pullandbear.net/assets/public/1aa1/712a/3f3c4c2fb3da/4d38e2d663bd/07590908807-A6M/07590908807-A6M.jpg?ts=1725887677239&w=438&f=auto,https://static.pullandbear.net/assets/public/f6f4/48ea/47df41a48f57/0a544331c625/07590908807-M/07590908807-M.jpg?ts=1726482916860&w=438&f=auto,Pack de pantalón jogger y sudadera de chándal disponible en varios colores.,,,,36.99,Gris antracita,https://static.pullandbear.net/assets/public/267f/c186/886d42ebaa13/1053745ef9a2/07590908807-C/07590908807-C.jpg?ts=1725887678470&w=106&f=auto,7590/908,7590908.0,1030204719.0,In Stock,Pack,Gris,Rústico
Pantalón chándal baggy,https://www.pullandbear.com/es/pantalon-chandal-baggy-l07679500?cS=807&pelement=662027216,https://static.pullandbear.net/assets/public/0401/d40c/ae81488eaa40/abb11a39cb58/07679500807-E/07679500807-E.jpg?ts=1727786607825&w=438&f=auto,https://static.pullandbear.net/assets/public/27fd/72b3/944540d8a9c3/2a2b680bf0d0/07679501807-M/07679501807-M.jpg?ts=1726483077322&w=438&f=auto,"Pantalón de chándal jogger de corte baggy, con detalle de logo engomado, bolsillos laterales, cintura elástica con cordón y confeccionada en algodón.",,,,22.99,Gris antracita,https://static.pullandbear.net/assets/public/00a2/03c6/d3924b07a4f1/efb76aa56f45/07679501807-C/07679501807-C.jpg?ts=1726492936458&w=106&f=auto,7679/500,7679500.0,1030204719.0,In Stock,Pantalón,Gris,Bohemio
Pantalón jogger cargo,https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678502?cS=400&pelement=662014772,https://static.pullandbear.net/assets/public/8f28/9a9e/8b5b4cfb84ee/52006268d6c9/07678502400-M/07678502400-M.jpg?ts=1731060350791&w=438&f=auto,https://static.pullandbear.net/assets/public/b15f/92e2/89944da3aa74/d19fb7afed9b/07678502400-A2M/07678502400-A2M.jpg?ts=1718619488029&w=438&f=auto,"Pantalón jogger cargo con cintura elástica con cordón, bolsillos y bajos elásticos.",,,,25.99,Azul,https://static.pullandbear.net/assets/public/a674/d5f2/a9df4a33a1d1/5d2b4ee901fd/07678502400-C/07678502400-C.jpg?ts=1731060381847&w=106&f=auto,7678/502,7678502.0,1030204719.0,In Stock,Pantalón,Azul,Bohemio
Pantalón chándal STWD,https://www.pullandbear.com/es/pantalon-chandal-stwd-l07678506?cS=803&pelement=662026663,https://static.pullandbear.net/assets/public/b323/39b2/355a4d9b8e34/152552123f04/07678506803-A1M/07678506803-A1M.jpg?ts=1724661516563&w=438&f=auto,https://static.pullandbear.net/assets/public/f72e/0b9c/d5984d6b956b/db8995976097/07678506803-M/07678506803-M.jpg?ts=1724661523765&w=438&f=auto,"Pantalón jogger chándal STWD con cintura elástica con cordón, bolsillos y en tejido fleece.",,,,19.99,Gris vigoré,https://static.pullandbear.net/assets/public/4afb/d93b/99eb492a9a6c/5169deefd5a1/07678506803-C/07678506803-C.jpg?ts=1721661495077&w=106&f=auto,7678/506,7678506.0,1030204719.0,In Stock,Pantalón,Gris,Futurista
Pantalón jogger cargo,https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678502?cS=805&pelement=662014777,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/502/805/7678502805_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718357053465&w=438&f=auto,https://static.pullandbear.net/assets/public/1ddc/4a5f/bbf14d089b4d/8d220fb47037/07678502805-A2M/07678502805-A2M.jpg?ts=1718357019273&w=438&f=auto,"Pantalón jogger cargo con cintura elástica con cordón, bolsillos y bajos elásticos.",,,,25.99,Hielo,https://static.pullandbear.net/assets/public/bc49/399f/cb0b44ff93b9/af54d26084f4/07678502805-C/07678502805-C.jpg?ts=1718024932970&w=106&f=auto,7678/502,7678502.0,1030204719.0,In Stock,Pantalón,Marrón claro,Vintage
Pantalón chándal técnico,https://www.pullandbear.com/es/pantalon-chandal-tecnico-l07678503?cS=800&pelement=662021369,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/503/800/7678503800_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718024524911&w=438&f=auto,https://static.pullandbear.net/assets/public/2277/6815/e6c248559e03/27e8ccec2749/07678503800-A2M/07678503800-A2M.jpg?ts=1718024516443&w=438&f=auto,"Pantalón jogger chándal técnico en tejido interlock elástico, con bolsillos laterales con cremallera, cintura elástica con cordón y disponible en varios colores.",,,,19.99,Negro,https://static.pullandbear.net/assets/public/4df0/7105/c98d45aaad71/cf9d64fce859/07678503800-c/07678503800-c.jpg?ts=1720745031869&w=106&f=auto,7678/503,7678503.0,1030204719.0,In Stock,Pantalón,Negro,Elegante
Pantalón jogger punto suave,https://www.pullandbear.com/es/pantalon-jogger-punto-suave-l07678513?cS=805&pelement=662014922,https://static.pullandbear.net/assets/public/c2ae/67b4/203b40ab9e71/42a535eafde2/07678513805-M/07678513805-M.jpg?ts=1723623613468&w=438&f=auto,https://static.pullandbear.net/assets/public/0e40/71fe/2b68433ab7a1/3401baa90603/07678513805-A2M/07678513805-A2M.jpg?ts=1723623600016&w=438&f=auto,Pantalón jogger de punto suave con cintura elástica con cordón y bolsillos.,,,,25.99,Hielo,https://static.pullandbear.net/assets/public/68dd/0e4f/194a4a97bc2e/7d8067a05028/07678513805-C/07678513805-C.jpg?ts=1719849971603&w=106&f=auto,7678/513,7678513.0,1030204719.0,In Stock,Pantalón,Marrón claro,Casual
Pantalón chándal baggy,https://www.pullandbear.com/es/pantalon-chandal-baggy-l07679500?cS=800&pelement=662027211,https://static.pullandbear.net/assets/public/e06b/03f4/dc144853805a/a911414a9f29/07679501800-A7M/07679501800-A7M.jpg?ts=1726492132412&w=438&f=auto,https://static.pullandbear.net/assets/public/b0ae/fcd8/d8774655b3bf/b5db050ebcd0/07679501800-M/07679501800-M.jpg?ts=1726483079106&w=438&f=auto,"Pantalón de chándal jogger de corte baggy, con detalle de logo engomado, bolsillos laterales, cintura elástica con cordón y confeccionada en algodón.",,,,22.99,Negro,https://static.pullandbear.net/assets/public/d940/3332/49f24edcb4be/7fbe6053ef5f/07679501800-C/07679501800-C.jpg?ts=1725367908600&w=106&f=auto,7679/500,7679500.0,1030204719.0,In Stock,Pantalón,Negro,Minimalista
Pantalón jogger cargo,https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678505?cS=507&pelement=662026868,https://static.pullandbear.net/assets/public/9119/1bb0/300946b6b5d6/1b9921de084e/07678505507-M/07678505507-M.jpg?ts=1722870595943&w=438&f=auto,https://static.pullandbear.net/assets/public/4aa9/1a79/261b4ddfa31e/83c00aa7c262/07678505507-A2M/07678505507-A2M.jpg?ts=1722865750906&w=438&f=auto,"Pantalón jogger cargo con diseño de multibolsillos de solapa en pernera, cintura elástica con cordón ajustable y bajos elásticos.",,,,35.99,Caqui oscuro,https://static.pullandbear.net/assets/public/0bca/aaeb/0a284700beda/d4baae6305c3/07678505507-C/07678505507-C.jpg?ts=1720012530977&w=106&f=auto,7678/505,7678505.0,1030204719.0,In Stock,Pantalón,Marrón claro,Elegante
Pantalón chándal STWD,https://www.pullandbear.com/es/pantalon-chandal-stwd-l07678506?cS=800&pelement=662026662,https://static.pullandbear.net/assets/public/5af8/5613/96164471a3e2/eaef4a9002ed/07678506800-A1M/07678506800-A1M.jpg?ts=1724661479134&w=438&f=auto,https://static.pullandbear.net/assets/public/d982/dff6/f8f4439ebf18/27ab38d5cc8b/07678506800-M/07678506800-M.jpg?ts=1724661498765&w=438&f=auto,"Pantalón jogger chándal STWD con cintura elástica con cordón, bolsillos y en tejido fleece.",,,,19.99,Negro,,7678/506,7678506.0,1030204719.0,In Stock,Pantalón,Negro,Minimalista
Pantalón jogger cargo,https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678502?cS=800&pelement=662014775,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/502/800/7678502800_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718356993346&w=438&f=auto,https://static.pullandbear.net/assets/public/50b0/1495/d1304cefad4d/9d40bd1ddc5c/07678502800-A2M/07678502800-A2M.jpg?ts=1718357014278&w=438&f=auto,"Pantalón jogger cargo con cintura elástica con cordón, bolsillos y bajos elásticos.",,,,25.99,Negro,https://static.pullandbear.net/assets/public/0ea7/ee73/b44f43a19f0c/444a2b7e7774/07678502800-C/07678502800-C.jpg?ts=1718024914098&w=106&f=auto,7678/502,7678502.0,1030204719.0,In Stock,Pantalón,Negro,Clásico
Pantalón jogger cargo,https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678505?cS=800&pelement=662026866,https://static.pullandbear.net/assets/public/713a/573e/52de43e48b3b/8640d9f2bff5/07678505800-M/07678505800-M.jpg?ts=1722865781423&w=438&f=auto,https://static.pullandbear.net/assets/public/3303/345d/ef704deda128/6fcbf0c0e6e9/07678505800-A2M/07678505800-A2M.jpg?ts=1722870598599&w=438&f=auto,"Pantalón jogger cargo con diseño de multibolsillos de solapa en pernera, cintura elástica con cordón ajustable y bajos elásticos.",,,,35.99,Negro,https://static.pullandbear.net/assets/public/e6eb/3600/bbb64397adfa/93787acdb855/07678505800-C/07678505800-C.jpg?ts=1719938111422&w=106&f=auto,7678/505,7678505.0,1030204719.0,In Stock,Pantalón,Negro,Clásico
Pantalón chándal wide leg,https://www.pullandbear.com/es/pantalon-chandal-wide-leg-l03680529?cS=811&pelement=662020953,https://static.pullandbear.net/assets/public/6383/acbe/a5af4137a865/5720724f6237/03680529811-M/03680529811-M.jpg?ts=1737113714570&w=438&f=auto,https://static.pullandbear.net/assets/public/ccb9/9695/8254494b96a1/c4acee09e604/03680529811-A2M/03680529811-A2M.jpg?ts=1737113713475&w=438&f=auto,"Pantalón jogger chándal wide leg, con cintura elástica y confeccionado en algodón.",,,,25.99,Gris claro,https://static.pullandbear.net/assets/public/d55b/2794/d95a44ba9169/d408e88c7510/03680529811-C/03680529811-C.jpg?ts=1736783201679&w=106&f=auto,3680/529,3680529.0,1030204719.0,In Stock,Pantalón,Gris,Elegante
Pantalón chándal técnico,https://www.pullandbear.com/es/pantalon-chandal-tecnico-l07678503?cS=711&pelement=662021368,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/503/711/7678503711_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718024511628&w=438&f=auto,https://static.pullandbear.net/assets/public/f880/13e8/1b8d4d6b9243/19fa07763736/07678503711-A2M/07678503711-A2M.jpg?ts=1718024500811&w=438&f=auto,"Pantalón jogger chándal técnico en tejido interlock elástico, con bolsillos laterales con cremallera, cintura elástica con cordón y disponible en varios colores.",,,,19.99,Arena,https://static.pullandbear.net/assets/public/3f27/8d97/69754f3aa7e2/d58b620fd796/07678503711-c/07678503711-c.jpg?ts=1720745031458&w=106&f=auto,7678/503,7678503.0,1030204719.0,In Stock,Pantalón,Marrón,Bohemio
Pantalón chándal baggy,https://www.pullandbear.com/es/pantalon-chandal-baggy-l07679500?cS=803&pelement=662027213,https://static.pullandbear.net/assets/public/3426/180a/3fb54938b507/3f288498f3e7/07679500803-A7M/07679500803-A7M.jpg?ts=1736441514208&w=438&f=auto,https://static.pullandbear.net/assets/public/1b02/7242/e84e4460a917/962d9bd2e1d5/07679502803-M/07679502803-M.jpg?ts=1736441512919&w=438&f=auto,"Pantalón de chándal jogger de corte baggy, con detalle de logo engomado, bolsillos laterales, cintura elástica con cordón y confeccionada en algodón.",,,,22.99,Gris vigoré,https://static.pullandbear.net/assets/public/8dc9/e379/35c2460a9a45/af6f395ce70e/07679502803-C/07679502803-C.jpg?ts=1736441526375&w=106&f=auto,7679/500,7679500.0,1030204719.0,In Stock,Pantalón,Gris,Clásico
Pantalón cargo efecto lavado,https://www.pullandbear.com/es/pantalon-cargo-efecto-lavado-l07678527?cS=800&pelement=627100411,https://static.pullandbear.net/assets/public/feb2/db25/d0c1452388d0/cb8019312976/07678527800-M/07678527800-M.jpg?ts=1728491676893&w=438&f=auto,https://static.pullandbear.net/assets/public/1554/5d03/39a44baebe19/12a122d7429c/07678527800-A2M/07678527800-A2M.jpg?ts=1728491668808&w=438&f=auto,"Pantalón cargo fatigue en tejido efecto lavado, cierre de botón y cremallera, y bolsillos.",19.99,29.99,,19.99,Negro,https://static.pullandbear.net/assets/public/9987/2346/a5ef4dfebc88/d7a76be1736a/07678527800-C/07678527800-C.jpg?ts=1727776484068&w=106&f=auto,7678/527,7678527.0,1030204719.0,In Stock,Pantalón,Negro,Minimalista
Pantalón tailoring baggy,https://www.pullandbear.com/es/pantalon-tailoring-baggy-l07679505?cS=700&pelement=636217138,https://static.pullandbear.net/assets/public/cce6/b4e8/62824518ae87/278ab2612f0c/07679505700-A1M/07679505700-A1M.jpg?ts=1731432633576&w=438&f=auto,https://static.pullandbear.net/assets/public/6bd8/c17e/479c445e9b20/a4c9c2a1a5ac/07679505700-M/07679505700-M.jpg?ts=1731432490002&w=438&f=auto,"Pantalón de vestir tailoring con fit baggy, bolsillos y cintura elástica con cordón.",15.99,19.99,29.99,15.99,Marrón,https://static.pullandbear.net/assets/public/504b/88dc/1c5e4ff28893/4128bb0aa289/07679505700-C/07679505700-C.jpg?ts=1724771413545&w=106&f=auto,7679/505,7679505.0,1030204719.0,In Stock,Pantalón,Marrón,Deportivo
Pantalón chándal STWD,https://www.pullandbear.com/es/pantalon-chandal-stwd-l07678506?cS=807&pelement=662026665,https://static.pullandbear.net/assets/public/e27d/4681/c1754e0c81aa/c4fdb54ccb52/07678506807-A1M/07678506807-A1M.jpg?ts=1724661527898&w=438&f=auto,https://static.pullandbear.net/assets/public/8f72/eb8e/7d4a4b73b53b/608dd0a841fa/07678506807-M/07678506807-M.jpg?ts=1724661184743&w=438&f=auto,"Pantalón jogger chándal STWD con cintura elástica con cordón, bolsillos y en tejido fleece.",,,,19.99,Gris antracita,https://static.pullandbear.net/assets/public/e805/e4dd/b50d4197a263/55f824dd4a57/07678506807-C/07678506807-C.jpg?ts=1721661498261&w=106&f=auto,7678/506,7678506.0,1030204719.0,In Stock,Pantalón,Gris,Vintage
Pantalón jogger cargo,https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678502?cS=505&pelement=662014776,https://static.pullandbear.net/assets/public/1396/fef3/9ea342468d59/52adc141ea7a/07678502505-M/07678502505-M.jpg?ts=1734953441781&w=438&f=auto,https://static.pullandbear.net/assets/public/2b87/3e20/9956412ab3e1/9911e7c517cd/07678502505-A2M/07678502505-A2M.jpg?ts=1734953444250&w=438&f=auto,"Pantalón jogger cargo con cintura elástica con cordón, bolsillos y bajos elásticos.",,,,25.99,Caqui,https://static.pullandbear.net/assets/public/db8f/bb83/c0c749c8bc87/85b80c144bb8/03680507505-C/03680507505-C.jpg?ts=1734024130776&w=106&f=auto,7678/502,7678502.0,1030204719.0,In Stock,Pantalón,Marrón claro,Rústico
Pantalón chándal técnico,https://www.pullandbear.com/es/pantalon-chandal-tecnico-l07678508?cS=800&pelement=621942536,https://static.pullandbear.net/assets/public/166c/c4dc/a6644cf98a73/0f69f4bccd14/07678508800-M/07678508800-M.jpg?ts=1722865825541&w=438&f=auto,https://static.pullandbear.net/assets/public/e1f1/c583/dbc547d6ad84/bb6c5a88812a/07678508800-A2M/07678508800-A2M.jpg?ts=1722865793793&w=438&f=auto,"Pantalón jogger tipo chándal técnico en tejido elástico, con bolsillos laterales con cremallera, cintura elástica con cordón y disponible en varios colores.",15.99,22.99,,15.99,Negro,https://static.pullandbear.net/assets/public/3cb3/577f/f20a40a8adac/b19d5d44caf5/07678508800-C/07678508800-C.jpg?ts=1718295756577&w=106&f=auto,7678/508,7678508.0,1030204719.0,In Stock,Pantalón,Negro,Clásico
Pantalón chándal técnico,https://www.pullandbear.com/es/pantalon-chandal-tecnico-l07678503?cS=807&pelement=662021371,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/503/807/7678503807_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718024557849&w=438&f=auto,https://static.pullandbear.net/assets/public/2150/07ab/e6e54dbc922e/b0d7e580a97e/07678503807-A2M/07678503807-A2M.jpg?ts=1718024561464&w=438&f=auto,"Pantalón jogger chándal técnico en tejido interlock elástico, con bolsillos laterales con cremallera, cintura elástica con cordón y disponible en varios colores.",,,,19.99,Gris antracita,https://static.pullandbear.net/assets/public/add3/c8a8/bae04c1dab52/8567bdad7e52/07678503807-c/07678503807-c.jpg?ts=1720745033463&w=106&f=auto,7678/503,7678503.0,1030204719.0,In Stock,Pantalón,Gris,Bohemio
Pantalón jogger cargo,https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678502?cS=710&pelement=662014773,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/502/710/7678502710_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718356958457&w=438&f=auto,https://static.pullandbear.net/assets/public/b487/4e60/a9f94aed8a79/dab2d5f16c7a/07678502710-A2M/07678502710-A2M.jpg?ts=1718356956522&w=438&f=auto,"Pantalón jogger cargo con cintura elástica con cordón, bolsillos y bajos elásticos.",,,,25.99,Beige,https://static.pullandbear.net/assets/public/4777/dc9b/ce794cfeb773/513862725754/07678502710-C/07678502710-C.jpg?ts=1718119242999&w=106&f=auto,7678/502,7678502.0,1030204719.0,In Stock,Pantalón,Marrón claro,Bohemio
Pantalón chándal wide leg,https://www.pullandbear.com/es/pantalon-chandal-wide-leg-l03680529?cS=800&pelement=662020954,https://static.pullandbear.net/assets/public/1649/2cf8/ce8e43629ee8/9e3d00a8f461/03680529800-M/03680529800-M.jpg?ts=1736778469257&w=438&f=auto,https://static.pullandbear.net/assets/public/2b74/fac3/f6454bf2896a/e336df2d724d/03680529800-A2M/03680529800-A2M.jpg?ts=1736777119841&w=438&f=auto,"Pantalón jogger chándal wide leg, con cintura elástica y confeccionado en algodón.",,,,25.99,Negro,https://static.pullandbear.net/assets/public/63c2/6c9e/357b444fb33f/2194cfc73663/03680529800-C/03680529800-C.jpg?ts=1733332525890&w=106&f=auto,3680/529,3680529.0,1030204719.0,In Stock,Pantalón,Negro,Vintage
Pantalón wide leg nervio,https://www.pullandbear.com/es/pantalon-wide-leg-nervio-l07677508?cS=711&pelement=631396563,https://static.pullandbear.net/assets/public/0c74/4373/50d4412a8348/a26ebdb052d5/07678512711-A7M/07678512711-A7M.jpg?ts=1726501081498&w=438&f=auto,https://static.pullandbear.net/assets/public/c28b/23d5/03bb4dd69a23/3907ce22685c/07678512711-M/07678512711-M.jpg?ts=1726501087483&w=438&f=auto,"Pantalón jogger chándal con fit wide leg, detalle de nervio en la pernera, con bolsillos, cintura elástica y confeccionado en algodón.",12.99,17.99,,12.99,Arena,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7677/508/711/7677508711_1_1_8.jpg?t=1692003163711&w=106&f=auto,7677/508,7677508.0,1030204719.0,In Stock,Pantalón,Marrón,Moderno
Pantalón cargo costuras,https://www.pullandbear.com/es/pantalon-cargo-costuras-l07678507?cS=505&pelement=662014074,https://static.pullandbear.net/assets/public/36e9/fc54/e1044e10b5aa/df72008c3520/03680513505-M/03680513505-M.jpg?ts=1737121208258&w=438&f=auto,https://static.pullandbear.net/assets/public/d97d/9514/96f644e3986a/a7f726400b32/03680513505-A2M/03680513505-A2M.jpg?ts=1737121202472&w=438&f=auto,"Pantalón cargo con costuras en la rodilla, cintura con trabillas, cierre de botón y cremallera y bolsillos.",,,,25.99,Caqui,https://static.pullandbear.net/assets/public/d1a2/fe10/8b60433dad55/390543f81bd6/03680513505-C/03680513505-C.jpg?ts=1733233139003&w=106&f=auto,7678/507,7678507.0,1030204719.0,In Stock,Pantalón,Marrón claro,Elegante
Pantalón jogger con lino,https://www.pullandbear.com/es/pantalon-jogger-con-lino-l03678503?cS=505&pelement=621934749,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/505/3678503505_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1709545300440&w=438&f=auto,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/505/3678503505_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1709545300429&w=438&f=auto,"Pantalón jogger con lino, de estilo rústico, con cintura con goma elástica con cordones.",19.99,25.99,,19.99,Caqui,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/503/505/3678503505_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1706722106602&w=106&f=auto,3678/503,3678503.0,1030204719.0,In Stock,Pantalón,Marrón claro,Minimalista
Pantalón tailoring baggy,https://www.pullandbear.com/es/pantalon-tailoring-baggy-l07679505?cS=800&pelement=636217139,https://static.pullandbear.net/assets/public/740e/945b/a5ca46afb63a/b0383a3576cf/07679505800-A7M/07679505800-A7M.jpg?ts=1726648357225&w=438&f=auto,https://static.pullandbear.net/assets/public/c6aa/e684/1479489aad64/5ada7755bd1f/07679505800-M/07679505800-M.jpg?ts=1731432499000&w=438&f=auto,"Pantalón de vestir tailoring con fit baggy, bolsillos y cintura elástica con cordón.",15.99,19.99,29.99,15.99,Negro,https://static.pullandbear.net/assets/public/64d6/2667/df3046209ffd/fc0f722254f2/07679505800-C/07679505800-C.jpg?ts=1724771418751&w=106&f=auto,7679/505,7679505.0,1030204719.0,In Stock,Pantalón,Negro,Minimalista
Pantalón jogger punto suave,https://www.pullandbear.com/es/pantalon-jogger-punto-suave-l07678513?cS=800&pelement=662014919,https://static.pullandbear.net/assets/public/fbd2/a427/12594e3aae77/75f3223f9410/07678513800-M/07678513800-M.jpg?ts=1723623585132&w=438&f=auto,https://static.pullandbear.net/assets/public/a872/736d/c6dd41a4af95/91d3e667bb0c/07678513800-A2M/07678513800-A2M.jpg?ts=1723623532706&w=438&f=auto,Pantalón jogger de punto suave con cintura elástica con cordón y bolsillos.,,,,25.99,Negro,https://static.pullandbear.net/assets/public/76bc/978e/70bd43f58509/209c558f3196/07678513800-C/07678513800-C.jpg?ts=1722954848809&w=106&f=auto,7678/513,7678513.0,1030204719.0,In Stock,Pantalón,Negro,Rústico
Pantalón cargo costuras,https://www.pullandbear.com/es/pantalon-cargo-costuras-l07678507?cS=800&pelement=662014073,https://static.pullandbear.net/assets/public/5fa0/8431/180a404db562/81bcb8e11117/07678507800-M/07678507800-M.jpg?ts=1722520722741&w=438&f=auto,https://static.pullandbear.net/assets/public/baa3/41e3/da454fb2ad53/2152699d3c87/07678507800-A2M/07678507800-A2M.jpg?ts=1722521279928&w=438&f=auto,"Pantalón cargo con costuras en la rodilla, cintura con trabillas, cierre de botón y cremallera y bolsillos.",,,,25.99,Negro,https://static.pullandbear.net/assets/public/1f73/1134/f9164455b687/f19633736bdb/07678507800-C/07678507800-C.jpg?ts=1720789414740&w=106&f=auto,7678/507,7678507.0,1030204719.0,In Stock,Pantalón,Negro,Clásico
Pantalón tailoring,https://www.pullandbear.com/es/pantalon-tailoring-l03680514?cS=800&pelement=662031865,https://static.pullandbear.net/assets/public/146e/31d7/886744488c08/b7cd15642030/03680514800-A7M/03680514800-A7M.jpg?ts=1732187816880&w=438&f=auto,https://static.pullandbear.net/assets/public/1fb4/08de/ebe1429eb9a3/7408891677cc/03680514800-M/03680514800-M.jpg?ts=1731939827381&w=438&f=auto,"Pantalón de vestir tailoring con cintura con trabillas, bolsillos, y cierre de botón y cremallera.  Total look",,,,29.99,Negro,https://static.pullandbear.net/assets/public/4fbb/9733/e9c54a20808d/00b5e57da26a/03680514800-C/03680514800-C.jpg?ts=1731420584138&w=106&f=auto,3680/514,3680514.0,1030204719.0,In Stock,Pantalón,Negro,Futurista
Pantalón chándal interlock,https://www.pullandbear.com/es/pantalon-chandal-interlock-l03680524?cS=500&pelement=662021187,https://static.pullandbear.net/assets/public/5e27/f8ad/6904499c8b31/da135d28149e/03680524500-M/03680524500-M.jpg?ts=1736423602531&w=438&f=auto,https://static.pullandbear.net/assets/public/d93c/c15f/8d0341b59ec2/83cd86d28b21/03680524500-A2M/03680524500-A2M.jpg?ts=1736423605071&w=438&f=auto,"Pantalón jogger chándal en tejido interlock, con bolsillos, cintura elástica con cordón y confeccionada en algodón.",,,,22.99,Verde,https://static.pullandbear.net/assets/public/0c66/7b64/ce8a4f17a054/8abcc577f67f/03680524500-C/03680524500-C.jpg?ts=1731937161717&w=106&f=auto,3680/524,3680524.0,1030204719.0,In Stock,Pantalón,Verde,Deportivo
Pantalón tailoring baggy,https://www.pullandbear.com/es/pantalon-tailoring-baggy-l07678509?cS=401&pelement=621956507,https://static.pullandbear.net/assets/public/d42d/f7cf/61f64caabbdb/fd217dec6e1f/07678509401-A7M/07678509401-A7M.jpg?ts=1726657092693&w=438&f=auto,https://static.pullandbear.net/assets/public/60ff/57e0/eb6146b7aeff/bdd3a3a28ee1/07678509401-M/07678509401-M.jpg?ts=1722936866927&w=438&f=auto,"Pantalón de vestir tailoring con fit baggy, pinzas delanteras, cintura con trabillas y cierre de botón y cremallera, disponible en varios colores.",19.99,29.99,,19.99,Marino,https://static.pullandbear.net/assets/public/9ebc/6be1/ba0f40439bad/b8ecfbffbd9a/07678509401-C/07678509401-C.jpg?ts=1719505267733&w=106&f=auto,7678/509,7678509.0,1030204719.0,In Stock,Pantalón,Azul,Vintage
Pantalón chándal,https://www.pullandbear.com/es/pantalon-chandal-l07679902?cS=712&pelement=632131071,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7679/902/712/7679902712_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1729092359245&w=438&f=auto,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7679/902/712/7679902712_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1729092330173&w=438&f=auto,"Pantalón chándal con cintura elástica, bolsillos y bajos elásticos.",15.99,22.99,,15.99,Crudo,https://static.pullandbear.net/assets/public/fe86/e4d0/377b48fea111/2351598eb7b6/07679906712-C/07679906712-C.jpg?ts=1728488500604&w=106&f=auto,7679/902,7679902.0,1030204719.0,In Stock,Pantalón,Marrón claro,Futurista
