Product Name,url,Image 1 URL,Image 2 URL,description,sale_price,old_price,original_price,current_price,color,image_url,mpn,reference_code,category_id,Stock Status,Categoria,color_homogeneizado,style_tags
Sudadera básica cuello redondo,https://www.pullandbear.com/es/sudadera-basica-cuello-redondo-l07590514?cS=401&pelement=662014601,https://static.pullandbear.net/assets/public/d3a9/7c46/29834c138886/25ab57f98ff3/07590514401-A6M/07590514401-A6M.jpg?ts=1722333459482&w=438&f=auto,https://static.pullandbear.net/assets/public/404a/ef6b/7cb7469abec9/446a5ada70f9/07590514401-M/07590514401-M.jpg?ts=1736875305112&w=438&f=auto,Sudadera básica de manga larga y cuello redondo disponible en varios colores.,,,,17.99,Marino,https://static.pullandbear.net/assets/public/bffe/9471/a67b4700af34/41b77a8b4b22/07590514401-C/07590514401-C.jpg?ts=1722333466690&w=106&f=auto,7590/514,7590514.0,1030204822.0,In Stock,Sudadera,Azul,Básica
Sudadera boxy con capucha,https://www.pullandbear.com/es/sudadera-boxy-con-capucha-l07594510?cS=430&pelement=663541817,https://static.pullandbear.net/assets/public/e461/cc95/6840414d84f7/b2c478258d5f/07590910430-A6M/07590910430-A6M.jpg?ts=1724065819567&w=438&f=auto,https://static.pullandbear.net/assets/public/aa3e/fbc9/5da84954aa09/57c360f630e5/07590910430-M/07590910430-M.jpg?ts=1724661388221&w=438&f=auto,"Sudadera boxy de manga larga, con capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",,,,25.99,Azul tinta,https://static.pullandbear.net/assets/public/b725/66a3/211244dd9050/6e50fc6476ed/07590910430-C/07590910430-C.jpg?ts=1724065845925&w=106&f=auto,7594/510,7594510.0,1030204822.0,In Stock,Sudadera,Azul,Otro
Sudadera básica capucha,https://www.pullandbear.com/es/sudadera-basica-capucha-l07594513?cS=403&pelement=662014578,https://static.pullandbear.net/assets/public/3bd3/e965/c76f424bbebb/1a30206ec1d8/07590913403-A6M/07590913403-A6M.jpg?ts=1723626309560&w=438&f=auto,https://static.pullandbear.net/assets/public/58a8/90f0/f8ac4183a820/488bd9292c23/07590913403-M/07590913403-M.jpg?ts=1723207947259&w=438&f=auto,"Sudadera básica oversize con capucha con cordón, bolsillo canguro y de manga larga.",,,,22.99,Celeste,https://static.pullandbear.net/assets/public/420f/e493/73f84c24847c/4abd7a731cec/07590913403-C/07590913403-C.jpg?ts=1723626209062&w=106&f=auto,7594/513,7594513.0,1030204822.0,In Stock,Sudadera,Azul claro,Básica
Sudadera capucha print volumen,https://www.pullandbear.com/es/sudadera-capucha-print-volumen-l07590562?cS=800&pelement=629475270,https://static.pullandbear.net/assets/public/9998/8c45/6f71424cb3ac/c3d7a86c14c8/07590562800-A20M/07590562800-A20M.jpg?ts=1724051316732&w=438&f=auto,https://static.pullandbear.net/assets/public/cede/e35e/8fe542ab8bb5/59421550c4e5/07590562800-M/07590562800-M.jpg?ts=1727694182731&w=438&f=auto,"Sudadera con capucha con detalle de prints STWD, con bolsillo tipo canguro y confeccionada en tejido efecto lavado.",12.99,17.99,27.99,12.99,Negro,https://static.pullandbear.net/assets/public/5d3d/e48f/d9b0485f8a83/cee38551c19d/07590562800-C/07590562800-C.jpg?ts=1724051319424&w=106&f=auto,7590/562,7590562.0,1030204821.0,In Stock,Sudadera,Negro,Otro
Sudadera gráfico con capucha,https://www.pullandbear.com/es/sudadera-grafico-con-capucha-l03598559?cS=401&pelement=666364801,https://static.pullandbear.net/assets/public/9c12/f196/549b4080b906/c2544328ff62/03598599401-a20m/03598599401-a20m.jpg?ts=1733395508989&w=438&f=auto,https://static.pullandbear.net/assets/public/98ce/0526/3a4e4471b777/485b30e3c6d1/03598599401-M/03598599401-M.jpg?ts=1733395486887&w=438&f=auto,"Sudadera disponible en varios tonos con gráfico en contraste, de manga larga, con capucha y confeccionada en algodón.",,,,27.99,Marino,https://static.pullandbear.net/assets/public/4a32/8b72/b3384d4a8caf/e39ed0c588a0/03598599401-C/03598599401-C.jpg?ts=1733395382382&w=106&f=auto,3598/559,3598559.0,1030204822.0,In Stock,Sudadera,Azul,Otro
Sudadera Utagawa Kuniyoshi,https://www.pullandbear.com/es/sudadera-utagawa-kuniyoshi-l07590931?cS=659&pelement=662014249,https://static.pullandbear.net/assets/public/538b/8a5c/21394711b18b/78bd42c45229/07590931659-A20M/07590931659-A20M.jpg?ts=1733136973253&w=438&f=auto,https://static.pullandbear.net/assets/public/9e1e/29c5/71694ede974b/46ac8b113f15/07590931659-M/07590931659-M.jpg?ts=1733158066048&w=438&f=auto,"Sudadera licencia Utagawa Kuniyoshi, con bolsillo delantero tipo canguro, capucha y confeccionada en algodón.",,,,29.99,Malva oscuro,https://static.pullandbear.net/assets/public/2ef6/3c33/131e448dbe5b/fb18a42d3459/07590931659-C/07590931659-C.jpg?ts=1733136963275&w=106&f=auto,7590/931,7590931.0,1030139501.0,In Stock,Sudadera,Rosa/Púrpura,Otro
Sudadera capucha Donald Duck,https://www.pullandbear.com/es/sudadera-capucha-donald-duck-l07591527?cS=803&pelement=662014131,https://static.pullandbear.net/assets/public/1d17/70eb/ea504de3a462/6bfde683ea6b/07591527803-a20m/07591527803-a20m.jpg?ts=1730816180415&w=438&f=auto,https://static.pullandbear.net/assets/public/848e/e6ae/793f4074beef/1c44a36f5049/07591527803-M/07591527803-M.jpg?ts=1736424017648&w=438&f=auto,"Sudadera gris licencia Disney con gráfico &#39;Donald Duck&#39;, con capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",,,,29.99,Gris vigoré,https://static.pullandbear.net/assets/public/183d/6ec3/dd254ca79fd9/0ecb28ea2ac6/07591527803-C/07591527803-C.jpg?ts=1730816189504&w=106&f=auto,7591/527,7591527.0,1030139501.0,In Stock,Sudadera,Gris,Otro
Sudadera capucha El Juego del Calamar,https://www.pullandbear.com/es/sudadera-capucha-el-juego-del-calamar-l07591911?cS=450&pelement=664248848,https://static.pullandbear.net/assets/public/fb66/6ef8/6e884b37a994/f909b9fbee85/07591911450-E/07591911450-E.jpg?ts=1734353896256&w=438&f=auto,https://static.pullandbear.net/assets/public/c8a4/197f/e02846f281c6/ef9c3dccbbfa/07591911450-M/07591911450-M.jpg?ts=1734085163778&w=438&f=auto,"Sudadera con capucha licencia El Juego del Calamar con bolsillo canguro, gráfico y texto delantero y en la espalda, y de manga larga.",,,,35.99,Beige,https://static.pullandbear.net/assets/public/23a0/fbf9/eaee43ccaf64/abd3e9de9074/07591911450-C/07591911450-C.jpg?ts=1734342920205&w=106&f=auto,7591/911,7591911.0,1030139501.0,In Stock,Sudadera,Marrón claro,Otro
Sudadera capucha El Juego del Calamar,https://www.pullandbear.com/es/sudadera-capucha-el-juego-del-calamar-l07591912?cS=800&pelement=665128116,https://static.pullandbear.net/assets/public/d972/881b/77fc4fd6b57e/7257c0554de9/07591912800-A7M/07591912800-A7M.jpg?ts=1734445879897&w=438&f=auto,https://static.pullandbear.net/assets/public/5d2f/00e9/ea0443f29763/7e8d8cbda732/07591912800-M/07591912800-M.jpg?ts=1734085219637&w=438&f=auto,"Sudadera con capucha licencia de El Juego del Calamar con gráfico delantero Running Club, bolsillo canguro y de manga larga.",,,,35.99,Negro,https://static.pullandbear.net/assets/public/fdc4/f3fa/f0c34dbb9771/73936c799898/07591912800-C/07591912800-C.jpg?ts=1734342949381&w=106&f=auto,7591/912,7591912.0,1030139501.0,In Stock,Sudadera,Negro,Otro
Sudadera capucha STWD,https://www.pullandbear.com/es/sudadera-capucha-stwd-l07590503?cS=922&pelement=662026899,https://static.pullandbear.net/assets/public/9f8f/c62f/d0f948a7973c/8337b7df8b91/07590503922-A6M/07590503922-A6M.jpg?ts=1724150944026&w=438&f=auto,https://static.pullandbear.net/assets/public/b53a/cfa9/d2884fcab949/16306dd80b9b/07590503922-M/07590503922-M.jpg?ts=1726492225289&w=438&f=auto,"Sudadera con acabado lavado y logo STWD bordado, con bolsillo delantero tipo canguro, capucha y confeccionada en algodón.",,,,35.99,Gris oscuro,https://static.pullandbear.net/assets/public/5d72/bc2e/422848acac60/05b8bfca598a/07590503922-C/07590503922-C.jpg?ts=1724150962037&w=106&f=auto,7590/503,7590503.0,1030204822.0,In Stock,Sudadera,Gris,Logo
Sudadera gráfico con capucha,https://www.pullandbear.com/es/sudadera-grafico-con-capucha-l03598559?cS=800&pelement=666024680,https://static.pullandbear.net/assets/public/ca45/47a6/de2f486882d9/ca07d59aa3ea/03598599800-A7M/03598599800-A7M.jpg?ts=1733395483926&w=438&f=auto,https://static.pullandbear.net/assets/public/503b/ae40/93ad43abb039/e30f50083461/03598599800-M/03598599800-M.jpg?ts=1733395446674&w=438&f=auto,"Sudadera disponible en varios tonos con gráfico en contraste, de manga larga, con capucha y confeccionada en algodón.",,,,27.99,Negro,https://static.pullandbear.net/assets/public/c175/8f2c/e441401bbf58/9b8d87122209/03598599800-C/03598599800-C.jpg?ts=1733395438916&w=106&f=auto,3598/559,3598559.0,1030017537.0,In Stock,Sudadera,Negro,Otro
Pack chándal sudadera jogger,https://www.pullandbear.com/es/pack-chandal-sudadera-jogger-l07590904?cS=827&pelement=662031722,https://static.pullandbear.net/assets/public/1c57/8e42/a1b04dbc956c/9c5c52c9eba6/03594926827-a6m/03594926827-a6m.jpg?ts=1735837487376&w=438&f=auto,https://static.pullandbear.net/assets/public/8011/5a85/df7d4b0f8f5a/d662258e2273/07590906827-M/07590906827-M.jpg?ts=1736350384306&w=438&f=auto,"Pack de pantalón jogger y sudadera de chándal con capucha, disponible en varios colores.",,,,38.99,Vigoré claro,https://static.pullandbear.net/assets/public/813f/850e/82f24be4bb55/ba2ed8070797/03594926827-C/03594926827-C.jpg?ts=1735837471635&w=106&f=auto,7590/904,7590904.0,1030204719.0,In Stock,Pack,Gris,Pantalón
Sudadera caballo Ford Bronco,https://www.pullandbear.com/es/sudadera-caballo-ford-bronco-l07591524?cS=700&pelement=664037041,https://static.pullandbear.net/assets/public/5d83/d586/831541daabf3/813ff3564f6a/07591524700-a6m/07591524700-a6m.jpg?ts=1730819217190&w=438&f=auto,https://static.pullandbear.net/assets/public/898a/059d/28de484ca54b/467edc36bda0/07591524700-M/07591524700-M.jpg?ts=1731325105303&w=438&f=auto,"Sudadera licencia Ford de color marrón, con capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",,,,29.99,Marrón,https://static.pullandbear.net/assets/public/cf32/1f8f/e0b14321a9d7/827a921f074a/07591524700-C/07591524700-C.jpg?ts=1730819173245&w=106&f=auto,7591/524,7591524.0,1030574254.0,In Stock,Sudadera,Marrón,Otro
Sudadera capucha Metallica calavera,https://www.pullandbear.com/es/sudadera-capucha-metallica-calavera-l07590935?cS=800&pelement=662014429,https://static.pullandbear.net/assets/public/708a/5c72/143743109f44/94f404db06ad/07590935800-a20m/07590935800-a20m.jpg?ts=1731922786396&w=438&f=auto,https://static.pullandbear.net/assets/public/8a63/ea54/210044e68a1c/46c195a87b3b/07590935800-M/07590935800-M.jpg?ts=1731924272930&w=438&f=auto,"Sudadera con capucha licencia Metallica con gráfico de calavera, bolsillo canguro y de manga larga.",,,,35.99,Negro,https://static.pullandbear.net/assets/public/0471/8fc9/8dd94f9fa9fd/2acec864b6fa/07590935800-C/07590935800-C.jpg?ts=1731922766436&w=106&f=auto,7590/935,7590935.0,1030139019.0,In Stock,Sudadera,Negro,Otro
