product_name,url,image1_url,image2_url,product_price,description,sale_price,old_price,original_price,current_price,color,image_url,mpn,reference_code,category_id,Stock Status,color_homogeneizado,Categoria,Tag_1,Tag_2,Tag_3
Sudadera manga corta Paris,https://www.pullandbear.com/es/sudadera-manga-corta-paris-l07248592?cS=251&pelement=621948362,https://static.pullandbear.net/assets/public/2e2e/e5ee/d85d44e3b0a0/e187dfeab24e/07248592251-A1M/07248592251-A1M.jpg?ts=1721049994760&w=438&f=auto,https://static.pullandbear.net/assets/public/7167/93be/f2d645298ad3/d4b9913088a4/07248592251-M/07248592251-M.jpg?ts=1721049997757&w=438&f=auto,12.99,,,,,,,,,,,Out of Stock,Otros,Camiseta,Deportivo,Tailoring,Deportivo
Camiseta gráfico calavera,https://www.pullandbear.com/es/camiseta-grafico-calavera-l07248586?cS=696&pelement=621948281,https://static.pullandbear.net/assets/public/a1bd/713f/372340808664/b2b821625566/07248586696-A1M/07248586696-A1M.jpg?ts=1724660748604&w=438&f=auto,https://static.pullandbear.net/assets/public/de0c/8ec9/bdd44b5db598/18b4314986e0/07248586696-M/07248586696-M.jpg?ts=1724660749126&w=438&f=auto,3.99,,,,,,,,,,,Out of Stock,Otros,Camiseta,Manga larga,Bohemio,Sin mangas
Camiseta estructura bolsillo crochet,https://www.pullandbear.com/es/camiseta-estructura-bolsillo-crochet-l07248573?cS=670&pelement=621947858,https://static.pullandbear.net/assets/public/da4b/da67/57c04b3aaa05/08a6ae6deaf5/07248573670-A1M/07248573670-A1M.jpg?ts=1719572908806&w=438&f=auto,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7248/573/670/7248573670_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1719573148587&w=438&f=auto,3.99,Camiseta de manga corta en tejido estructura con bolsillo de crochet y cuello redondo.,3.99,5.99,12.99,3.99,Caldero,https://static.pullandbear.net/assets/public/1599/e7ab/c5e14136b960/75d4a41ece1b/07248573670-C/07248573670-C.jpg?ts=1716823239341&w=106&f=auto,7248/573,7248573.0,1030204790.0,In stock,Otros,Camiseta,Standard,Elegante,Estampado
Camiseta cropped manga corta,https://www.pullandbear.com/es/camiseta-cropped-manga-corta-l07244513?cS=251&pelement=654397815,https://static.pullandbear.net/assets/public/d8dc/fcba/e024493b8afb/9db59520bd56/07244513251-A1M/07244513251-A1M.jpg?ts=1728384564843&w=438&f=auto,https://static.pullandbear.net/assets/public/80a4/20b1/297d4a9391a9/058eebeaa25c/07244513251-M/07244513251-M.jpg?ts=1728384586738&w=438&f=auto,3.99,"Camiseta de manga corta con detalle de etiqueta en el bajo, cuello redondo y confeccionada en algodón.",3.99,5.99,9.99,3.99,Blanco roto,https://static.pullandbear.net/assets/public/bfd4/ec9c/61e047d7a636/aad922ab7596/07244513251-C/07244513251-C.jpg?ts=1728382534469&w=106&f=auto,7244/513,7244513.0,1030204790.0,In stock,Blanco,Camiseta,Sin mangas,Casual,Color claro
Sobrecamisa rayas,https://www.pullandbear.com/es/sobrecamisa-rayas-l03474510?cS=403&pelement=662031701,https://static.pullandbear.net/assets/public/7839/0a61/e4c44e88970f/d426920834e0/03474510403-E/03474510403-E.jpg?ts=1738056898190&w=438&f=auto,https://static.pullandbear.net/assets/public/8807/4fb0/00544df0a28a/2b072c59c9ab/03474510403-M/03474510403-M.jpg?ts=1737559182499&w=438&f=auto,35.99,Sobrecamisa de rayas con cierre de botones y manga larga.,,,,35.99,Celeste,https://static.pullandbear.net/assets/public/f6a8/9e99/7e214332ab76/623efa8daa23/03474510403-C/03474510403-C.jpg?ts=1736851763204&w=106&f=auto,3474/510,3474510.0,1030204766.0,In stock,Azul claro,Sobrecamisa,Slim,Streetwear,Slim
Camisa bolsillos delanteros,https://www.pullandbear.com/es/camisa-bolsillos-delanteros-l03474507?cS=800&pelement=662021365,https://static.pullandbear.net/assets/public/4549/867e/c95a448e92bf/f091ccbd2d24/03474507800-M/03474507800-M.jpg?ts=1737714076914&w=438&f=auto,https://static.pullandbear.net/assets/public/f629/6dab/1b0b4c12b838/4614fe10f78c/03474507800-A2M/03474507800-A2M.jpg?ts=1737714074177&w=438&f=auto,29.99,"Camisa de manga larga disponible en varios tonos, con bolsillos delanteros, cierre de botones y confeccionada en algodón.",,,,29.99,Negro,https://static.pullandbear.net/assets/public/6641/ee10/a14b457dabed/77d2ae990af8/03474507800-C/03474507800-C.jpg?ts=1735902196360&w=106&f=auto,3474/507,3474507.0,1030204766.0,In stock,Negro,Camisa,Manga larga,Carrot,Monocromático
Camisa rayas,https://www.pullandbear.com/es/camisa-rayas-l07470525?cS=250&pelement=662031803,https://static.pullandbear.net/assets/public/4e8f/1310/1ae94d8db7e6/33d4a3c44d51/07470525250-A7M/07470525250-A7M.jpg?ts=1737980946705&w=438&f=auto,https://static.pullandbear.net/assets/public/5b7d/1944/18d145948c42/9aeb53ded9f1/07470525250-M/07470525250-M.jpg?ts=1737980946703&w=438&f=auto,27.99,"Camisa de rayas STWD con cierre de botones y de manga larga, en algodón 100%.",,,,27.99,Blanco,,7470/525,7470525.0,1030204766.0,Out of Stock,Blanco,Camisa,Casual,Manga larga,Formal
Camisa rayas,https://www.pullandbear.com/es/camisa-rayas-l07470525?cS=403&pelement=662031802,https://static.pullandbear.net/assets/public/decb/5dda/78f94e7eac62/308ad990b35f/07470525403-A7M/07470525403-A7M.jpg?ts=1737559179547&w=438&f=auto,https://static.pullandbear.net/assets/public/ceeb/4a37/4f1c42b0bd63/d5330f647428/07470525403-M/07470525403-M.jpg?ts=1737559181314&w=438&f=auto,27.99,"Camisa de rayas STWD con cierre de botones y de manga larga, en algodón 100%.",,,,27.99,Celeste,https://static.pullandbear.net/assets/public/cc9a/0045/30424a788dcf/f9d9f9be3797/07470525403-C/07470525403-C.jpg?ts=1733136799476&w=106&f=auto,7470/525,7470525.0,1030204766.0,In stock,Azul claro,Camisa,Cuello alto,Standard,Streetwear
Sobrecamisa vaquera cuadros,https://www.pullandbear.com/es/sobrecamisa-vaquera-cuadros-l03475501?cS=445&pelement=662026657,https://static.pullandbear.net/assets/public/bdcd/ce29/209b40de89cf/9dca77863ca0/03475501445-M/03475501445-M.jpg?ts=1737987466377&w=438&f=auto,https://static.pullandbear.net/assets/public/e4ab/38f9/737748e99adb/c6575bd04718/03475501445-A2M/03475501445-A2M.jpg?ts=1737987466571&w=438&f=auto,35.99,"Sobrecamisa vaquera con diseño de jacquard damero, cierre de botones, bolsillo delantero y confeccionada en algodón.  Total look",,,,35.99,Azul verdoso,https://static.pullandbear.net/assets/public/43db/8f1b/fc1345bcaf32/79fc03770c24/03475501445-C/03475501445-C.jpg?ts=1737122645622&w=106&f=auto,3475/501,3475501.0,1030204766.0,In stock,Azul,Sobrecamisa,Cargo,Elegante,Ajustado
Camisa bolsillos delanteros,https://www.pullandbear.com/es/camisa-bolsillos-delanteros-l03474507?cS=506&pelement=662021366,https://static.pullandbear.net/assets/public/9a7a/d58e/26a449a1b977/d26382c9de5d/03474507506-M/03474507506-M.jpg?ts=1737968586462&w=438&f=auto,https://static.pullandbear.net/assets/public/603e/eaf4/5a784f61b261/4e34102e2fda/03474507506-A2M/03474507506-A2M.jpg?ts=1737714074905&w=438&f=auto,29.99,"Camisa de manga larga disponible en varios tonos, con bolsillos delanteros, cierre de botones y confeccionada en algodón.",,,,29.99,Caqui claro,https://static.pullandbear.net/assets/public/e5db/b679/656a4fde8a6d/f0bf7d352a87/03474507506-C/03474507506-C.jpg?ts=1736338562725&w=106&f=auto,3474/507,3474507.0,1030204766.0,In stock,Marrón claro,Camisa,Vintage,Straight,Joggers
Camisa básica manga corta con lino,https://www.pullandbear.com/es/camisa-basica-manga-corta-con-lino-l03473545?cS=251&pelement=667131238,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3473/545/251/3473545251_2_1_0.jpg?imwidth=%3Awidth%3A&ts=1711035408025&w=438&f=auto,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3473/545/251/3473545251_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1711035417866&w=438&f=auto,22.99,"Camisa básica de manga corta disponible en varios tonos, con cuello solapa, cierre de botones y confeccionada en mezcla de lino y viscosa.",,,,22.99,Blanco roto,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3473/545/251/3473545251_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1711035009996&w=106&f=auto,3473/545,3473545.0,1030124058.0,In stock,Blanco,Camisa,básica,Streetwear,Skater
Sobrecamisa algodón parche,https://www.pullandbear.com/es/sobrecamisa-algodon-parche-l07470534?cS=251&pelement=662026853,https://static.pullandbear.net/assets/public/9b82/b4b8/952c4cc785fd/3fb9f12c2c50/07470534251-A3M/07470534251-A3M.jpg?ts=1737559180768&w=438&f=auto,https://static.pullandbear.net/assets/public/be51/4a61/77f341abb91f/97763cd96ab2/07470534251-M/07470534251-M.jpg?ts=1737559180565&w=438&f=auto,35.99,"Sobrecamisa de algodón con parche frontal en contraste, cierre de botones y de manga larga.",,,,35.99,Blanco roto,https://static.pullandbear.net/assets/public/b5fa/ef53/5ef04576ab7c/f59ab647a946/07470534251-C/07470534251-C.jpg?ts=1736852070063&w=106&f=auto,7470/534,7470534.0,1030204766.0,In stock,Blanco,Sobrecamisa,Vintage,Monocromático,Vintage
Camisa bolsillos delanteros,https://www.pullandbear.com/es/camisa-bolsillos-delanteros-l03474507?cS=251&pelement=662021367,https://static.pullandbear.net/assets/public/c4c4/f45a/130045259caa/46644f4978f8/03474507251-M/03474507251-M.jpg?ts=1737714073983&w=438&f=auto,https://static.pullandbear.net/assets/public/d632/29c8/1bc94ef2b4fc/7fdcfe6cab86/03474507251-A2M/03474507251-A2M.jpg?ts=1737714077676&w=438&f=auto,29.99,"Camisa de manga larga disponible en varios tonos, con bolsillos delanteros, cierre de botones y confeccionada en algodón.",,,,29.99,Blanco roto,https://static.pullandbear.net/assets/public/9379/77a6/6080426fb5b0/acee80b6271d/03474507251-C/03474507251-C.jpg?ts=1736338561487&w=106&f=auto,3474/507,3474507.0,1030204766.0,In stock,Blanco,Camisa,Slim,Cargo,Manga larga
Camisa STWD gráfico espalda,https://www.pullandbear.com/es/camisa-stwd-grafico-espalda-l07470529?cS=401&pelement=662014968,https://static.pullandbear.net/assets/public/2864/f00b/781d4b6f8e34/6f568c37eca7/07470529401-M/07470529401-M.jpg?ts=1737979960205&w=438&f=auto,https://static.pullandbear.net/assets/public/b801/b79c/b3c54cb3808c/b40d5396b289/07470529401-A2M/07470529401-A2M.jpg?ts=1737979960548&w=438&f=auto,29.99,"Camisa boxy de cuadros con gráfico en la parte trasera, con cierre de botones y confeccionada en algodón.",,,,29.99,Marino,https://static.pullandbear.net/assets/public/a099/5bc0/bbee4a5cacb8/ae7cdc3df214/07470529401-C/07470529401-C.jpg?ts=1735837772796&w=106&f=auto,7470/529,7470529.0,1030204766.0,In stock,Azul,Camisa,Deportivo,Rasgado,Cuello alto
Camisa básica manga corta con lino,https://www.pullandbear.com/es/camisa-basica-manga-corta-con-lino-l03473545?cS=818&pelement=667131240,https://static.pullandbear.net/assets/public/9867/f523/1ed646e5bef4/c79e2c5f4403/03473575818-A1M/03473575818-A1M.jpg?ts=1718092319822&w=438&f=auto,https://static.pullandbear.net/2/photos//2024/I/0/2/p/3473/575/818/3473575818_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718092346329&w=438&f=auto,22.99,"Camisa básica de manga corta disponible en varios tonos, con cuello solapa, cierre de botones y confeccionada en mezcla de lino y viscosa.",,,,22.99,Plomo,https://static.pullandbear.net/assets/public/2e1c/b920/1b0541c99cd5/8b65de4a9b82/03473575818-C/03473575818-C.jpg?ts=1721740054648&w=106&f=auto,3473/545,3473545.0,1030204766.0,In stock,Gris,Camisa,básica,Minimalista,Bohemio
Camisa básica manga corta con lino,https://www.pullandbear.com/es/camisa-basica-manga-corta-con-lino-l03473545?cS=707&pelement=667131239,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3473/545/707/3473545707_2_7_0.jpg?imwidth=%3Awidth%3A&ts=1711035059238&w=438&f=auto,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3473/545/707/3473545707_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1711035087688&w=438&f=auto,22.99,"Camisa básica de manga corta disponible en varios tonos, con cuello solapa, cierre de botones y confeccionada en mezcla de lino y viscosa.",,,,22.99,Tostado,https://static.pullandbear.net/2/photos//2024/V/0/2/p/3473/545/707/3473545707_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1711035076056&w=106&f=auto,3473/545,3473545.0,1030204766.0,In stock,Marrón claro,Camisa,básica,Straight,Carrot
Camisa básica manga corta con lino,https://www.pullandbear.com/es/camisa-basica-manga-corta-con-lino-l03473545?cS=800&pelement=667131237,https://static.pullandbear.net/assets/public/517c/8af9/180b44dfb47b/36572dc995bb/03473545800-A7M/03473545800-A7M.jpg?ts=1718640173600&w=438&f=auto,https://static.pullandbear.net/2/photos//2024/I/0/2/p/3473/575/800/3473575800_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718640166868&w=438&f=auto,22.99,"Camisa básica de manga corta disponible en varios tonos, con cuello solapa, cierre de botones y confeccionada en mezcla de lino y viscosa.",,,,22.99,Negro,https://static.pullandbear.net/assets/public/1114/bc25/cb8b480abe9f/bb291c710155/03473545800-C/03473545800-C.jpg?ts=1718640169463&w=106&f=auto,3473/545,3473545.0,1030204766.0,In stock,Negro,Camisa,básica,Deportivo,Manga corta
Camisa boxy manga larga,https://www.pullandbear.com/es/camisa-boxy-manga-larga-l03474900?cS=251&pelement=662027435,https://static.pullandbear.net/assets/public/1535/43e7/28de4f75b6e1/1b52bd1e0494/03474900251-M/03474900251-M.jpg?ts=1731928361146&w=438&f=auto,https://static.pullandbear.net/assets/public/6858/cafd/a00343b7848b/c39921794691/03474900251-A2M/03474900251-A2M.jpg?ts=1731928352604&w=438&f=auto,27.99,Camisa boxy de manga larga con cierre de botones y en tejido de popelín.,,,,27.99,Blanco roto,https://static.pullandbear.net/assets/public/cae5/44fb/35704adda63c/05ba76f0d28c/03474900251-c/03474900251-c.jpg?ts=1732030376943&w=106&f=auto,3474/900,3474900.0,1030204766.0,In stock,Blanco,Camisa,Carrot,larga,Oversize
Camisa boxy manga larga,https://www.pullandbear.com/es/camisa-boxy-manga-larga-l03474900?cS=403&pelement=662027434,https://static.pullandbear.net/assets/public/0a31/89fe/34584b49b32d/80dbf1205ec6/03474900403-M/03474900403-M.jpg?ts=1731939819676&w=438&f=auto,https://static.pullandbear.net/assets/public/216b/0b30/7e984df7b8d9/b0a0bb163edf/03474900403-A2M/03474900403-A2M.jpg?ts=1731939706793&w=438&f=auto,27.99,Camisa boxy de manga larga con cierre de botones y en tejido de popelín.,,,,27.99,Celeste,https://static.pullandbear.net/assets/public/acd3/7bbb/3ae0418289fe/8972372458c2/03474900403-c/03474900403-c.jpg?ts=1732030346265&w=106&f=auto,3474/900,3474900.0,1030204766.0,In stock,Azul claro,Camisa,Manga larga,larga,Standard
Camisa rayas cropped,https://www.pullandbear.com/es/camisa-rayas-cropped-l07470506?cS=403&pelement=627335067,https://static.pullandbear.net/assets/public/3d09/02a2/114b4e65bb3d/fb2879c4e3c6/07470506403-A1M/07470506403-A1M.jpg?ts=1724660705145&w=438&f=auto,https://static.pullandbear.net/assets/public/9f24/ca35/661c458bab65/3547053fa2c6/07470506403-M/07470506403-M.jpg?ts=1724660715059&w=438&f=auto,7.99,"Camisa cropped de manga larga en tejido de popelín, con diseño a rayas, cierre de botones y confeccionada en tejido popelín de algodón.",7.99,9.99,25.99,7.99,Celeste,https://static.pullandbear.net/assets/public/87e8/7b53/5933473dbcc0/ae7df69325f7/07470506403-C/07470506403-C.jpg?ts=1723188167633&w=106&f=auto,7470/506,7470506.0,1030204765.0,In stock,Azul claro,Camisa,Color oscuro,Elegante,Vintage
Camisa cuadros cropped,https://www.pullandbear.com/es/camisa-cuadros-cropped-l07470526?cS=500&pelement=677293748,https://static.pullandbear.net/assets/public/9096/0031/ed224cb08eca/1c043c2c5d4f/07470526500-A1M/07470526500-A1M.jpg?ts=1736761227899&w=438&f=auto,https://static.pullandbear.net/assets/public/019c/4afb/644c4de5910c/99776d46d4fe/07470526500-M/07470526500-M.jpg?ts=1736761329967&w=438&f=auto,7.99,"Camisa cropped de cuadros pequeños, de manga larga, con cierre de botones, bolsillos delanteros y en tejido de popelín.",7.99,29.99,,7.99,Verde,https://static.pullandbear.net/assets/public/5746/0050/4d114ac38909/9491a93b9a95/07470526500-C/07470526500-C.jpg?ts=1733136811811&w=106&f=auto,7470/526,7470526.0,1030204766.0,In stock,Verde,Camisa,Bohemio,Estampado,Color claro
Camisa rayas cropped,https://www.pullandbear.com/es/camisa-rayas-cropped-l07470506?cS=250&pelement=627335068,https://static.pullandbear.net/assets/public/7d0c/e0bf/78f14cbda39c/000c10df2180/07470506250-A1M/07470506250-A1M.jpg?ts=1724660694782&w=438&f=auto,https://static.pullandbear.net/assets/public/7db2/65bb/a97544f08641/272928d2f17f/07470506250-M/07470506250-M.jpg?ts=1724660690206&w=438&f=auto,7.99,"Camisa cropped de manga larga en tejido de popelín, con diseño a rayas, cierre de botones y confeccionada en tejido popelín de algodón.",7.99,9.99,25.99,7.99,Blanco,https://static.pullandbear.net/assets/public/19db/ae68/8dab40a9a410/0593cad1ad10/07470506250-C/07470506250-C.jpg?ts=1723188085511&w=106&f=auto,7470/506,7470506.0,1030204765.0,In stock,Blanco,Camisa,Streetwear,Joggers,Cuello alto
Camisa fluida manga corta,https://www.pullandbear.com/es/camisa-fluida-manga-corta-l07470707?cS=800&pelement=627595176,https://static.pullandbear.net/assets/public/cb8e/10d3/9ac84843a7ed/8106daaf5f19/07470707800-A1M/07470707800-A1M.jpg?ts=1724078893892&w=438&f=auto,https://static.pullandbear.net/assets/public/6e3a/9879/c9b44d39be45/8479489d7bb2/07470707800-M/07470707800-M.jpg?ts=1724078762824&w=438&f=auto,7.99,"Camisa fluida de manga corta con cuello solapa y cierre de botones, disponible en varios colores y confeccionada en tejido 100% viscosa.",7.99,9.99,22.99,7.99,Negro,https://static.pullandbear.net/assets/public/9a1c/8d09/cde049518df4/c658c43fbdc0/07470707800-C/07470707800-C.jpg?ts=1722584590891&w=106&f=auto,7470/707,7470707.0,1030204765.0,In stock,Negro,Camisa,Baggy,Skater,Bohemio
Camisa manga corta estampada,https://www.pullandbear.com/es/camisa-manga-corta-estampada-l03470578?cS=800&pelement=621935158,https://static.pullandbear.net/assets/public/e21e/e967/c9db4aceb621/53454ad04d2b/03470578800-A1M/03470578800-A1M.jpg?ts=1723625172891&w=438&f=auto,https://static.pullandbear.net/assets/public/dfa1/ad96/d8874de29854/73d5e17c26b6/03470578800-M/03470578800-M.jpg?ts=1723625091083&w=438&f=auto,7.99,Camisa de manga corta y cuello solapa estampada con cierre de botones y confeccionada en tejido jacquard.,7.99,9.99,29.99,7.99,Negro,https://static.pullandbear.net/assets/public/797a/014b/7eb04dcd8d4e/976589960bc6/03470578800-C/03470578800-C.jpg?ts=1723188165620&w=106&f=auto,3470/578,3470578.0,1030204765.0,In stock,Negro,Camisa,Manga larga,Color oscuro,estampada
Camisa cuadros bolsillos,https://www.pullandbear.com/es/camisa-cuadros-bolsillos-l07470531?cS=251&pelement=670030187,https://static.pullandbear.net/assets/public/95e3/5cdd/305a456abdd5/a12c21cd0e0c/07470531251-A1M/07470531251-A1M.jpg?ts=1732889620745&w=438&f=auto,https://static.pullandbear.net/assets/public/f763/251d/3e914d649f48/729b5a496a46/07470531251-M/07470531251-M.jpg?ts=1732889644608&w=438&f=auto,7.99,"Camisa de manga larga con diseño de cuadros, con bolsillos delanteros, cierre de botones y confeccionada en algodón.",7.99,9.99,29.99,7.99,Blanco roto,https://static.pullandbear.net/assets/public/a337/2826/17654921befa/ed9d484efd14/07470531251-C/07470531251-C.jpg?ts=1733136852020&w=106&f=auto,7470/531,7470531.0,1030204766.0,In stock,Blanco,Camisa,Cuello alto,Manga corta,Casual
Camisa cuadros cropped,https://www.pullandbear.com/es/camisa-cuadros-cropped-l07470526?cS=400&pelement=677293747,https://static.pullandbear.net/assets/public/9f72/6bea/d1be48fa9b6a/ac845a932140/07470526400-A1M/07470526400-A1M.jpg?ts=1736761562737&w=438&f=auto,https://static.pullandbear.net/assets/public/5f8a/e9c8/b7c046a3af7b/942a668f49d8/07470526400-M/07470526400-M.jpg?ts=1736761191694&w=438&f=auto,7.99,"Camisa cropped de cuadros pequeños, de manga larga, con cierre de botones, bolsillos delanteros y en tejido de popelín.",7.99,29.99,,7.99,Azul,https://static.pullandbear.net/assets/public/19a3/1ac7/b9ef431db1ee/88c67148165d/07470526400-C/07470526400-C.jpg?ts=1733136818615&w=106&f=auto,7470/526,7470526.0,1030204766.0,In stock,Azul,Camisa,Chándal,Ajustado,Manga corta
Camisa manga corta estampado paisley,https://www.pullandbear.com/es/camisa-manga-corta-estampado-paisley-l03470919?cS=500&pelement=621948482,https://static.pullandbear.net/2/photos//2024/I/0/2/p/3470/919/500/3470919500_2_1_0.jpg?imwidth=%3Awidth%3A&ts=1719577960738&w=438&f=auto,https://static.pullandbear.net/2/photos//2024/I/0/2/p/3470/919/500/3470919500_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1719577968028&w=438&f=auto,7.99,"Camisa de manga corta con estampado paisley en tonos camuflaje, cierre de botones y en 100% viscosa.",7.99,9.99,25.99,7.99,Verde,https://static.pullandbear.net/assets/public/aafb/568f/4fce42dc893a/7565e1cee459/03470919500-C/03470919500-C.jpg?ts=1720789761245&w=106&f=auto,3470/919,3470919.0,1030204765.0,In stock,Verde,Camisa,Minimalista,Color oscuro,estampado
Camisa manga larga con lino,https://www.pullandbear.com/es/camisa-manga-larga-con-lino-l03470585?cS=403&pelement=621942777,https://static.pullandbear.net/assets/public/4707/eaeb/d2254aea9eee/257e6ff4d7bd/03470585403-A1M/03470585403-A1M.jpg?ts=1716999421829&w=438&f=auto,https://static.pullandbear.net/assets/public/e131/341d/ace742649582/ac9c5104d688/03470585403-M/03470585403-M.jpg?ts=1721523533568&w=438&f=auto,7.99,Camisa de manga larga con cierre de botones y en mezcla de viscosa y lino.,7.99,9.99,29.99,7.99,Celeste,https://static.pullandbear.net/assets/public/cabb/54b9/26054aa5bc93/bda4604e52e4/03470585403-C/03470585403-C.jpg?ts=1717000402863&w=106&f=auto,3470/585,3470585.0,1030204765.0,In stock,Azul claro,Camisa,Ajustada,larga,Formal
Camisa franela P&B Black Label,https://www.pullandbear.com/es/camisa-franela-pb-black-label-l07470517?cS=717&pelement=628555101,https://static.pullandbear.net/assets/public/c6a6/aa14/a8cc42588851/7e000ae50b62/07470517717-A1M/07470517717-A1M.jpg?ts=1728991142173&w=438&f=auto,https://static.pullandbear.net/assets/public/0dfc/84ce/cab446a79bd4/8406350e1b03/07470517717-M/07470517717-M.jpg?ts=1728991144455&w=438&f=auto,7.99,,,,,,,,,,,Out of Stock,Otros,Camisa,Chándal,Moderno,Cargo
Camisa cuadros bolsillos,https://www.pullandbear.com/es/camisa-cuadros-bolsillos-l07470533?cS=778&pelement=670030192,https://static.pullandbear.net/assets/public/0f1b/c24f/35c1434fb2cf/ae575ca46f82/07470533778-A1M/07470533778-A1M.jpg?ts=1732889663889&w=438&f=auto,https://static.pullandbear.net/assets/public/4e14/7172/1f67403fbdff/a73781b2401a/07470533778-M/07470533778-M.jpg?ts=1732889705039&w=438&f=auto,7.99,"Camisa de manga larga con diseño de cuadros, con bolsillos delanteros, cierre de botones y confeccionada en algodón.",7.99,9.99,29.99,7.99,Coñac,https://static.pullandbear.net/assets/public/9e28/b576/57ae4d26b931/ee3e95ffab7b/07470533778-C/07470533778-C.jpg?ts=1731518843810&w=106&f=auto,7470/533,7470533.0,1030204766.0,In stock,Marrón,Camisa,Ajustado,Sin mangas,Estampado
Camisa manga corta estampada,https://www.pullandbear.com/es/camisa-manga-corta-estampada-l03470930?cS=800&pelement=621956488,https://static.pullandbear.net/assets/public/480d/1646/813649699be3/df5440d3303a/03470930800-A1M/03470930800-A1M.jpg?ts=1716999398935&w=438&f=auto,https://static.pullandbear.net/assets/public/10aa/2142/a11444e99595/d642cc894e97/03470930800-M/03470930800-M.jpg?ts=1721817812286&w=438&f=auto,7.99,"Camisa de manga corta estampada con cuello solapa y cierre de botones, confeccionada en tejido 100% viscosa.",7.99,9.99,25.99,7.99,Negro,https://static.pullandbear.net/assets/public/e4cf/fc62/85ee4354be0b/dc9797f2e064/03470930800-C/03470930800-C.jpg?ts=1716809178201&w=106&f=auto,3470/930,3470930.0,1030204765.0,In stock,Negro,Camisa,Color oscuro,Sin mangas,estampada
Camisa STWD texto,https://www.pullandbear.com/es/camisa-stwd-texto-l07470566?cS=250&pelement=662406041,https://static.pullandbear.net/assets/public/15b0/c87a/77b4425cb64d/770ad25841ed/07470566250-A1M/07470566250-A1M.jpg?ts=1731074624273&w=438&f=auto,https://static.pullandbear.net/assets/public/810e/3fc8/3e644b3fa705/74952a102ee7/07470566250-M/07470566250-M.jpg?ts=1731074611295&w=438&f=auto,7.99,"Camisa de manga larga con logo STWD bordado en la parte delantera y texto en contraste en la parte trasera, con cierre de botones y confeccionada en algodón.",7.99,9.99,29.99,7.99,Blanco,https://static.pullandbear.net/assets/public/eb7a/2806/4bf745199a36/15519cc0c68c/07470566250-C/07470566250-C.jpg?ts=1731399121433&w=106&f=auto,7470/566,7470566.0,1030204765.0,In stock,Blanco,Camisa,Joggers,Carrot,Skater
Camisa manga corta rayas,https://www.pullandbear.com/es/camisa-manga-corta-rayas-l03470927?cS=500&pelement=621956466,https://static.pullandbear.net/assets/public/af16/951f/3a534222972e/c17b6e44e402/03470927500-A1M/03470927500-A1M.jpg?ts=1717405763074&w=438&f=auto,https://static.pullandbear.net/assets/public/f531/ef37/ca4b4deab06d/71f41d11731c/03470927500-M/03470927500-M.jpg?ts=1721816679593&w=438&f=auto,7.99,"Camisa de manga corta con diseño de rayas y color degradado, cuello solapa y cierre de botones, confeccionada en tejido 100% viscosa.",7.99,9.99,25.99,7.99,Verde,https://static.pullandbear.net/assets/public/6633/5ea0/278a4a07ad4e/b3fd25f7f7c1/03470927500-C/03470927500-C.jpg?ts=1721816679128&w=106&f=auto,3470/927,3470927.0,1030204765.0,In stock,Verde,Camisa,Tailoring,Slim,Skinny
Camisa estampada manga corta,https://www.pullandbear.com/es/camisa-estampada-manga-corta-l03470921?cS=707&pelement=621948073,https://static.pullandbear.net/assets/public/96c2/4065/5c8d45ce9780/98d6f683373a/03470921707-A1M/03470921707-A1M.jpg?ts=1716547532984&w=438&f=auto,https://static.pullandbear.net/assets/public/aad3/7e9e/eddf47f59d36/3240529faa81/03470921707-M/03470921707-M.jpg?ts=1721666498165&w=438&f=auto,7.99,"Camisa estampada de manga corta, con cierre de botones y confeccionada en viscosa.",7.99,9.99,25.99,7.99,Tostado,https://static.pullandbear.net/assets/public/e4d4/6f78/506f4b989674/3574ecbb8fcf/03470921707-C/03470921707-C.jpg?ts=1721666496546&w=106&f=auto,3470/921,3470921.0,1030204765.0,In stock,Marrón claro,Camisa,Moderno,Ajustado,estampada
