product_name,url,image1_url,image2_url,product_price,description,sale_price,old_price,original_price,current_price,color,image_url,mpn,reference_code,category_id,Stock Status,color_homogeneizado,Categoria,Tag_1,Tag_2,Tag_3
Sudadera capucha Rick y Morty,https://www.pullandbear.com/es/sudadera-capucha-rick-y-morty-l03594905?cS=802&pelement=662014396,https://static.pullandbear.net/assets/public/8a8b/92f8/a641499399d4/29b8b328c5e5/03594905802-a20m/03594905802-a20m.jpg?ts=1733135393897&w=438&f=auto,https://static.pullandbear.net/assets/public/db10/6434/d3524145ae11/2be1fa38ec49/03594905802-M/03594905802-M.jpg?ts=1733838580074&w=438&f=auto,29.99,"Sudadera con capucha licencia Rick y Morty con gráfico de Morty Smith y en la espalda, bolsillo canguro y de manga larga.",,,,29.99,Gris,https://static.pullandbear.net/assets/public/50f3/96f2/9dfc4396a3fa/9eb5abeddfc0/03594905802-C/03594905802-C.jpg?ts=1733135381633&w=106&f=auto,3594/905,3594905.0,1030139501.0,In stock,Gris,Sudadera,Cargo,Deportivo,Slim
Sudadera capucha Fleurs de Jardin,https://www.pullandbear.com/es/sudadera-capucha-fleurs-de-jardin-l07590928?cS=982&pelement=662014209,https://static.pullandbear.net/assets/public/150f/891a/812a4ac6837c/55cdaed44632/07590928982-A20M/07590928982-A20M.jpg?ts=1733136946747&w=438&f=auto,https://static.pullandbear.net/assets/public/4f8b/0e16/a0504476be36/78ae5e656334/07590928982-M/07590928982-M.jpg?ts=1733158069492&w=438&f=auto,29.99,"Sudadera de manga larga con gráfico &#39;Fleurs de Jardin&#39;, con capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",,,,29.99,Verde agua,https://static.pullandbear.net/assets/public/5c06/3678/315f4644ba48/2830e9129143/07590928982-C/07590928982-C.jpg?ts=1733136940318&w=106&f=auto,7590/928,7590928.0,1030139501.0,In stock,Verde,Sudadera,Sin mangas,Tailoring,Manga larga
Sudadera básica cuello redondo,https://www.pullandbear.com/es/sudadera-basica-cuello-redondo-l07590514?cS=251&pelement=662014610,https://static.pullandbear.net/assets/public/9d01/ce17/c077470ea15e/a0907888c99f/07590514251-A6M/07590514251-A6M.jpg?ts=1722333449132&w=438&f=auto,https://static.pullandbear.net/assets/public/51fa/90c6/b44648c5b7a4/fa4948680352/07590514251-M/07590514251-M.jpg?ts=1722855878061&w=438&f=auto,17.99,Sudadera básica de manga larga y cuello redondo disponible en varios colores.,,,,17.99,Blanco roto,https://static.pullandbear.net/assets/public/21bd/cd8a/88204573be53/31db00735d01/07590514251-C/07590514251-C.jpg?ts=1722333451524&w=106&f=auto,7590/514,7590514.0,1030204822.0,In stock,Blanco,Sudadera,básica,Streetwear,Sin mangas
Sudadera capucha STWD,https://www.pullandbear.com/es/sudadera-capucha-stwd-l07590502?cS=800&pelement=662020660,https://static.pullandbear.net/assets/public/efae/939b/d537415d9b0e/2c375cf75d1c/07592517800-A20M/07592517800-A20M.jpg?ts=1724400336644&w=438&f=auto,https://static.pullandbear.net/assets/public/3369/9313/b7bd42c49010/1d8fb37dd4a0/07590502800-M/07590502800-M.jpg?ts=1724660960321&w=438&f=auto,29.99,Sudadera con capucha y bolsillo tipo canguro con detalle de logo STWD.,,,,29.99,Negro,https://static.pullandbear.net/assets/public/4a1c/54cd/b20f422fb500/6c5aba491e6e/07592517800-C/07592517800-C.jpg?ts=1724400360528&w=106&f=auto,7590/502,7590502.0,1030017537.0,In stock,Negro,Sudadera,Moderno,Streetwear,Color oscuro
Sudadera cremallera cuello polo,https://www.pullandbear.com/es/sudadera-cremallera-cuello-polo-l07591511?cS=800&pelement=662021085,https://static.pullandbear.net/assets/public/ab2e/6840/447e4ea882d9/7186c0606e7c/07591511800-A7M/07591511800-A7M.jpg?ts=1732018295840&w=438&f=auto,https://static.pullandbear.net/assets/public/679b/d11c/951e4b7b89a7/8733dab55c7f/07591511800-M/07591511800-M.jpg?ts=1731924365836&w=438&f=auto,27.99,"Sudadera con cuello polo con cierre de cremallera, bordado delantero y de manga larga.",,,,27.99,Negro,https://static.pullandbear.net/assets/public/c352/be2b/bf334281aff4/77dfc34be030/07591511800-C/07591511800-C.jpg?ts=1731075200663&w=106&f=auto,7591/511,7591511.0,1030204822.0,In stock,Negro,Sudadera,Ajustada,Sin mangas,Vintage
Sudadera básica capucha,https://www.pullandbear.com/es/sudadera-basica-capucha-l07594513?cS=403&pelement=662014578,https://static.pullandbear.net/assets/public/3bd3/e965/c76f424bbebb/1a30206ec1d8/07590913403-A6M/07590913403-A6M.jpg?ts=1723626309560&w=438&f=auto,https://static.pullandbear.net/assets/public/58a8/90f0/f8ac4183a820/488bd9292c23/07590913403-M/07590913403-M.jpg?ts=1723207947259&w=438&f=auto,22.99,"Sudadera básica oversize con capucha con cordón, bolsillo canguro y de manga larga.",,,,22.99,Celeste,https://static.pullandbear.net/assets/public/420f/e493/73f84c24847c/4abd7a731cec/07590913403-C/07590913403-C.jpg?ts=1723626209062&w=106&f=auto,7594/513,7594513.0,1030204822.0,In stock,Azul claro,Sudadera,básica,Skinny,Estampado
Sudadera gráfico con capucha,https://www.pullandbear.com/es/sudadera-grafico-con-capucha-l03598559?cS=800&pelement=666024680,https://static.pullandbear.net/assets/public/ca45/47a6/de2f486882d9/ca07d59aa3ea/03598599800-A7M/03598599800-A7M.jpg?ts=1733395483926&w=438&f=auto,https://static.pullandbear.net/assets/public/503b/ae40/93ad43abb039/e30f50083461/03598599800-M/03598599800-M.jpg?ts=1733395446674&w=438&f=auto,27.99,"Sudadera disponible en varios tonos con gráfico en contraste, de manga larga, con capucha y confeccionada en algodón.",,,,27.99,Negro,https://static.pullandbear.net/assets/public/c175/8f2c/e441401bbf58/9b8d87122209/03598599800-C/03598599800-C.jpg?ts=1733395438916&w=106&f=auto,3598/559,3598559.0,1030204822.0,In stock,Negro,Sudadera,Monocromático,Joggers,Skater
Sudadera básica cuello redondo,https://www.pullandbear.com/es/sudadera-basica-cuello-redondo-l07590514?cS=401&pelement=662014601,https://static.pullandbear.net/assets/public/d3a9/7c46/29834c138886/25ab57f98ff3/07590514401-A6M/07590514401-A6M.jpg?ts=1722333459482&w=438&f=auto,https://static.pullandbear.net/assets/public/404a/ef6b/7cb7469abec9/446a5ada70f9/07590514401-M/07590514401-M.jpg?ts=1736875305112&w=438&f=auto,17.99,Sudadera básica de manga larga y cuello redondo disponible en varios colores.,,,,17.99,Marino,https://static.pullandbear.net/assets/public/bffe/9471/a67b4700af34/41b77a8b4b22/07590514401-C/07590514401-C.jpg?ts=1722333466690&w=106&f=auto,7590/514,7590514.0,1030204822.0,In stock,Azul,Sudadera,básica,Color oscuro,Casual
Sudadera capucha Metallica calavera,https://www.pullandbear.com/es/sudadera-capucha-metallica-calavera-l07590935?cS=800&pelement=662014429,https://static.pullandbear.net/assets/public/708a/5c72/143743109f44/94f404db06ad/07590935800-a20m/07590935800-a20m.jpg?ts=1731922786396&w=438&f=auto,https://static.pullandbear.net/assets/public/8a63/ea54/210044e68a1c/46c195a87b3b/07590935800-M/07590935800-M.jpg?ts=1731924272930&w=438&f=auto,35.99,"Sudadera con capucha licencia Metallica con gráfico de calavera, bolsillo canguro y de manga larga.",,,,35.99,Negro,https://static.pullandbear.net/assets/public/0471/8fc9/8dd94f9fa9fd/2acec864b6fa/07590935800-C/07590935800-C.jpg?ts=1731922766436&w=106&f=auto,7590/935,7590935.0,1030139019.0,In stock,Negro,Sudadera,Oversize,Straight,Casual
Sudadera Arcane Jinx,https://www.pullandbear.com/es/sudadera-arcane-jinx-l07591907?cS=700&pelement=662027490,https://static.pullandbear.net/assets/public/9b29/993f/aa864e14ae34/9e9d7475e02a/07591907700-a20m/07591907700-a20m.jpg?ts=1735902091464&w=438&f=auto,https://static.pullandbear.net/assets/public/2154/0f46/c11d4f0c8bae/16325cd36a3b/07591907700-M/07591907700-M.jpg?ts=1736780710912&w=438&f=auto,29.99,"Sudadera licencia Arcane con gráfico de Jinx y texto en contraste, con capucha, bolsillo tipo canguro y confeccionada en algodón.",,,,29.99,Marrón,https://static.pullandbear.net/assets/public/d873/2b7a/dd7f46a7a2fc/a2fa0d04f3e8/07591907700-C/07591907700-C.jpg?ts=1735902112387&w=106&f=auto,7591/907,7591907.0,1030139501.0,In stock,Marrón,Sudadera,Straight,Bohemio,Cuello alto
Pack chándal sudadera jogger,https://www.pullandbear.com/es/pack-chandal-sudadera-jogger-l07590908?cS=807&pelement=667124761,https://static.pullandbear.net/assets/public/1aa1/712a/3f3c4c2fb3da/4d38e2d663bd/07590908807-A6M/07590908807-A6M.jpg?ts=1725887677239&w=438&f=auto,https://static.pullandbear.net/assets/public/f6f4/48ea/47df41a48f57/0a544331c625/07590908807-M/07590908807-M.jpg?ts=1726482916860&w=438&f=auto,36.99,Pack de pantalón jogger y sudadera de chándal disponible en varios colores.,,,,36.99,Gris antracita,https://static.pullandbear.net/assets/public/267f/c186/886d42ebaa13/1053745ef9a2/07590908807-C/07590908807-C.jpg?ts=1725887678470&w=106&f=auto,7590/908,7590908.0,1030204719.0,In stock,Gris,Pack,Clásico,Joggers,Rasgado
Sudadera boxy básica,https://www.pullandbear.com/es/sudadera-boxy-basica-l07590511?cS=251&pelement=667131230,https://static.pullandbear.net/assets/public/2180/15e2/693547c0aa2f/75eeaacb3667/07590511251-A6M/07590511251-A6M.jpg?ts=1724051487732&w=438&f=auto,https://static.pullandbear.net/assets/public/a222/458b/39da40a78e3a/86ed68859b90/07590511251-M/07590511251-M.jpg?ts=1724661024650&w=438&f=auto,12.99,"Sudadera básica de corte boxy disponible en varios tonos, con cuello redondo y confeccionada en mezcla de algodón.",12.99,19.99,,12.99,Blanco roto,https://static.pullandbear.net/assets/public/d1ee/cc1c/346d4ed7b803/ce54f2ca6738/07590511251-C/07590511251-C.jpg?ts=1724051515402&w=106&f=auto,7590/511,7590511.0,1030204822.0,In stock,Blanco,Sudadera,básica,Moderno,Ajustada
Sudadera boxy con capucha,https://www.pullandbear.com/es/sudadera-boxy-con-capucha-l07594510?cS=807&pelement=663541823,https://static.pullandbear.net/assets/public/9854/1287/3abc4499a749/5b10ec54fa87/07590910807-A6M/07590910807-A6M.jpg?ts=1724065890795&w=438&f=auto,https://static.pullandbear.net/assets/public/ec32/2035/9bda48ae8f24/4bb03c29b983/07590910807-M/07590910807-M.jpg?ts=1724661381255&w=438&f=auto,25.99,"Sudadera boxy de manga larga, con capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",,,,25.99,Gris antracita,https://static.pullandbear.net/assets/public/5ca7/b93f/5b1e4a3d9898/6a4cfbb1d181/07590910807-C/07590910807-C.jpg?ts=1724065867215&w=106&f=auto,7594/510,7594510.0,1030204822.0,In stock,Gris,Sudadera,Estampado,Deportivo,Casual
Sudadera STWD gráfico,https://www.pullandbear.com/es/sudadera-stwd-grafico-l03594511?cS=700&pelement=677293752,https://static.pullandbear.net/assets/public/92d2/2a31/c75b426a9bd4/f41bbc953e9c/03594511700-A1M/03594511700-A1M.jpg?ts=1732530414731&w=438&f=auto,https://static.pullandbear.net/assets/public/332e/edc3/09094d4dbe8d/4bb8b09aafc9/03594511700-M/03594511700-M.jpg?ts=1732530466430&w=438&f=auto,12.99,"Sudadera STWD con gráfico delantero, con capucha, bolsillo tipo canguro y confeccionada en algodón.",12.99,27.99,,12.99,Marrón,https://static.pullandbear.net/assets/public/c2d5/02d2/61a64771961c/baf5e21d7334/03594511700-C/03594511700-C.jpg?ts=1732035587586&w=106&f=auto,3594/511,3594511.0,1030204822.0,In stock,Marrón,Sudadera,Estampado,Monocromático,Rasgado
Sudadera capucha bajo elástico,https://www.pullandbear.com/es/sudadera-capucha-bajo-elastico-l03594556?cS=251&pelement=677293746,https://static.pullandbear.net/assets/public/8ab8/fbcc/9add4b66a746/00d55527f55f/03594556251-A1M/03594556251-A1M.jpg?ts=1735807606337&w=438&f=auto,https://static.pullandbear.net/assets/public/019c/f3a9/f5b3465faf72/f85e1d2c9c38/03594556251-M/03594556251-M.jpg?ts=1735807586752&w=438&f=auto,12.99,"Sudadera con capucha y bolsillo canguro, de manga larga y bajo elástico.",12.99,29.99,,12.99,Blanco roto,https://static.pullandbear.net/assets/public/0603/ac23/464d4c7f905b/9eff5ca96050/03594556251-C/03594556251-C.jpg?ts=1735807509671&w=106&f=auto,3594/556,3594556.0,1030204822.0,In stock,Blanco,Sudadera,elástico,Bohemio,Casual
Sudadera gráfico Good Behaviours,https://www.pullandbear.com/es/sudadera-grafico-good-behaviours-l07590555?cS=605&pelement=675727816,https://static.pullandbear.net/assets/public/8e16/deb5/389f43159f9b/e222796d3b7a/07590555605-A1M/07590555605-A1M.jpg?ts=1731924716214&w=438&f=auto,https://static.pullandbear.net/assets/public/8361/e0fe/671b40cf890a/9d369b4c1429/07590555605-M/07590555605-M.jpg?ts=1731924745219&w=438&f=auto,12.99,"Sudadera con acabado lavado y gráfico &quot;Good Behaviours&quot;, con capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",12.99,17.99,27.99,12.99,Granate,https://static.pullandbear.net/assets/public/085f/e935/2cc34784b481/f11793a37c3b/07590555605-C/07590555605-C.jpg?ts=1731421776640&w=106&f=auto,7590/555,7590555.0,1030204822.0,In stock,Rojo,Sudadera,Standard,Color claro,Elegante
Sudadera negra gráfico STWD,https://www.pullandbear.com/es/sudadera-negra-grafico-stwd-l03594521?cS=800&pelement=677293742,https://static.pullandbear.net/assets/public/b428/47e6/200b49cc97ce/7c6c8075ee2c/03594521800-A1M/03594521800-A1M.jpg?ts=1732530010507&w=438&f=auto,https://static.pullandbear.net/assets/public/229a/9940/0b8748518901/48f36804608f/03594521800-M/03594521800-M.jpg?ts=1732530080510&w=438&f=auto,12.99,"Sudadera de color negro con gráfico STWD en contraste, de manga larga, con capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",12.99,27.99,,12.99,Negro,https://static.pullandbear.net/assets/public/5279/d1f8/a37f4aaeafd0/814591fce1e8/03594521800-C/03594521800-C.jpg?ts=1732036560846&w=106&f=auto,3594/521,3594521.0,1030204822.0,In stock,Negro,Sudadera,Carrot,Vintage,Oversize
Chaqueta terciopelo cremallera,https://www.pullandbear.com/es/chaqueta-terciopelo-cremallera-l03594553?cS=800&pelement=648466277,https://static.pullandbear.net/assets/public/37c0/02cf/bef94052b1df/52fb8025209b/03594553800-A1M/03594553800-A1M.jpg?ts=1731508536247&w=438&f=auto,https://static.pullandbear.net/assets/public/1897/4b27/b24c40638150/80c2eb25d629/03594553800-M/03594553800-M.jpg?ts=1731508520178&w=438&f=auto,12.99,"Chaqueta de terciopelo con cierre de cremallera, cuello alto, bolsillos y de manga larga.",12.99,17.99,25.99,12.99,Negro,https://static.pullandbear.net/assets/public/7e89/01c8/e5234113990c/a3a04d3ff3f7/03594553800-C/03594553800-C.jpg?ts=1729681823419&w=106&f=auto,3594/553,3594553.0,1030204822.0,In stock,Negro,Otros,Ajustada,Clásico,Carrot
Jersey cuello alto,https://www.pullandbear.com/es/jersey-cuello-alto-l07555502?cS=251&pelement=630685229,https://static.pullandbear.net/assets/public/cf52/1b20/6c3e4fd0a24e/13b679133cf7/07555502251-A1M/07555502251-A1M.jpg?ts=1729259489261&w=438&f=auto,https://static.pullandbear.net/assets/public/3833/1523/ae6a4687aae6/af1ed8470d60/07555502251-M/07555502251-M.jpg?ts=1729259507001&w=438&f=auto,9.99,Jersey de punto con cuello alto y de manga larga.,9.99,12.99,19.99,9.99,Blanco roto,https://static.pullandbear.net/assets/public/7b6d/67e4/1a4f4245aeaa/aef1231e4e50/07554522251-C/07554522251-C.jpg?ts=1730216711913&w=106&f=auto,7555/502,7555502.0,1030204756.0,In stock,Blanco,Jersey,Minimalista,Skinny,Straight
Sudadera capucha boxy lavada,https://www.pullandbear.com/es/sudadera-capucha-boxy-lavada-l07590537?cS=711&pelement=627893099,https://static.pullandbear.net/assets/public/5525/8347/fd424644b192/0bd857de8045/07590537711-A1M/07590537711-A1M.jpg?ts=1736425031880&w=438&f=auto,https://static.pullandbear.net/assets/public/9464/03d8/abbc448f9b18/63d5e124da6a/07590537711-M/07590537711-M.jpg?ts=1736425073256&w=438&f=auto,12.99,"Sudadera con capucha boxy fit con detalle de bordado, bolsillo tipo canguro, de manga larga y confeccionada en tejido efecto lavado..",12.99,17.99,27.99,12.99,Arena,https://static.pullandbear.net/assets/public/ac30/042f/65694f0a8d3e/1f4bc3828e71/07590537711-C/07590537711-C.jpg?ts=1724065849551&w=106&f=auto,7590/537,7590537.0,1030204822.0,In stock,Marrón claro,Sudadera,Monocromático,Monocromático,Skater
Jersey rotos,https://www.pullandbear.com/es/jersey-rotos-l07554511?cS=807&pelement=624133699,https://static.pullandbear.net/assets/public/064d/31db/e2fd40e9ac68/9678e747260f/07554511807-A1M/07554511807-A1M.jpg?ts=1730888741448&w=438&f=auto,https://static.pullandbear.net/assets/public/1732/1e09/41dd4d6c85fc/71e18735a5f5/07554511807-M/07554511807-M.jpg?ts=1730888710100&w=438&f=auto,9.99,"Jersey de punto de manga larga con detalle de rotos, acabados en rib y confeccionado en tejido 100% algodón.",9.99,12.99,27.99,9.99,Gris antracita,https://static.pullandbear.net/assets/public/55c1/63ce/c7594ec092f0/7de2a56d8a13/07554511807-C/07554511807-C.jpg?ts=1726063985180&w=106&f=auto,7554/511,7554511.0,1030204756.0,In stock,Gris,Jersey,Minimalista,Oversize,Streetwear
Polo manga corta,https://www.pullandbear.com/es/polo-manga-corta-l07554701?cS=807&pelement=627595152,https://static.pullandbear.net/assets/public/a717/452f/54cf4dec806c/d9faea067976/07554701807-A1M/07554701807-A1M.jpg?ts=1727341834796&w=438&f=auto,https://static.pullandbear.net/assets/public/9bef/ddcf/2b22494d89cb/01fb2ad7c5ae/07554701807-M/07554701807-M.jpg?ts=1727342111237&w=438&f=auto,9.99,"Polo de manga corta básico disponible en varios colores, con cierre de botones en el escote y confeccionado en mezcla de viscosa.",9.99,12.99,17.99,9.99,Gris antracita,https://static.pullandbear.net/assets/public/8f68/8e98/8c9f4fa6a48f/c0e130233a31/07554701807-C/07554701807-C.jpg?ts=1727103002990&w=106&f=auto,7554/701,7554701.0,1030204756.0,In stock,Gris,Polo,Color claro,Formal,Streetwear
Chaleco acabado lavado cremallera,https://www.pullandbear.com/es/chaleco-acabado-lavado-cremallera-l07590540?cS=802&pelement=621935143,https://static.pullandbear.net/assets/public/f122/365d/0df947459b07/6496d7943feb/07590540802-A1M/07590540802-A1M.jpg?ts=1720715452508&w=438&f=auto,https://static.pullandbear.net/assets/public/8a8c/2dcf/52ef4e2abac6/3f173243a349/07590540802-M/07590540802-M.jpg?ts=1720715455299&w=438&f=auto,12.99,"Chaleco de color gris con acabado lavado, con bolsillos laterales, cierre de cremallera y confeccionado en algodón.",12.99,19.99,29.99,12.99,Gris,https://static.pullandbear.net/assets/public/0765/f960/6148427ab591/95cc86a7d31e/07590540802-C/07590540802-C.jpg?ts=1720789397825&w=106&f=auto,7590/540,7590540.0,1030204822.0,In stock,Gris,Otros,Bohemio,Skinny,Estampado
Jersey capucha STWD,https://www.pullandbear.com/es/jersey-capucha-stwd-l07554508?cS=610&pelement=621963131,https://static.pullandbear.net/2/photos//2024/I/0/2/p/7554/508/610/7554508610_2_1_0.jpg?imwidth=%3Awidth%3A&ts=1725376085864&w=438&f=auto,https://static.pullandbear.net/assets/public/4409/e3ad/5fc64286b233/ccc5c4222fd4/07554508610-M/07554508610-M.jpg?ts=1725376232586&w=438&f=auto,9.99,"Jersey de punto STWD en lavado ácido con gráfico en la espalda, capucha, detalle de rib, de manga larga y confeccionada en algodón.",9.99,12.99,35.99,9.99,Berenjena,https://static.pullandbear.net/assets/public/cffe/b809/e9764636b175/3655219bcc98/07554508610-C/07554508610-C.jpg?ts=1721739806056&w=106&f=auto,7554/508,7554508.0,1030204756.0,In stock,Rosa/Púrpura,Jersey,Moderno,Bohemio,Ajustado
Polo manga corta,https://www.pullandbear.com/es/polo-manga-corta-l07554701?cS=800&pelement=627595150,https://static.pullandbear.net/assets/public/b3ed/e68f/f47b499a9a1b/0bd6244c2c61/07554701800-A1M/07554701800-A1M.jpg?ts=1727342535628&w=438&f=auto,https://static.pullandbear.net/assets/public/978a/b721/0eb34f79bd59/6d9958ab1e24/07554701800-M/07554701800-M.jpg?ts=1727341955378&w=438&f=auto,9.99,"Polo de manga corta básico disponible en varios colores, con cierre de botones en el escote y confeccionado en mezcla de viscosa.",9.99,12.99,17.99,9.99,Negro,https://static.pullandbear.net/assets/public/ee97/11e7/66604d8faccc/ebfc5437de0e/07554701800-C/07554701800-C.jpg?ts=1727103003576&w=106&f=auto,7554/701,7554701.0,1030204756.0,In stock,Negro,Polo,Slim,Monocromático,Minimalista
Sudadera boxy heavy weight,https://www.pullandbear.com/es/sudadera-boxy-heavy-weight-l07590580?cS=712&pelement=631016298,https://static.pullandbear.net/assets/public/5fc3/43d1/4678400ba7cc/6c5251cb39ce/07590580712-A1M/07590580712-A1M.jpg?ts=1736425754287&w=438&f=auto,https://static.pullandbear.net/assets/public/f1a0/06cf/03d749a3a3db/9ef78efafb37/07590580712-M/07590580712-M.jpg?ts=1736425706428&w=438&f=auto,12.99,"Sudadera boxy de manga larga en tejido heavy weight, con capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",12.99,19.99,39.99,12.99,Marrón,https://static.pullandbear.net/assets/public/188f/82f8/6195452dad7d/e58f68162739/07590580700-C/07590580700-C.jpg?ts=1731075129148&w=106&f=auto,7590/580,7590580.0,1030204822.0,In stock,Marrón,Sudadera,Standard,Joggers,Tailoring
Sudadera verde lavada gráfico STWD,https://www.pullandbear.com/es/sudadera-verde-lavada-grafico-stwd-l07590554?cS=501&pelement=675727814,https://static.pullandbear.net/assets/public/21a1/51f7/7ee64f3ea698/4b7d39600a49/07590554501-A1M/07590554501-A1M.jpg?ts=1731950291249&w=438&f=auto,https://static.pullandbear.net/assets/public/2074/9ab2/c70d4e848d3e/0109812a6aff/07590554501-M/07590554501-M.jpg?ts=1731950262155&w=438&f=auto,12.99,"Sudadera de color verde con acabado lavado, con gráfico STWD en contraste, capucha, bolsillo delantero tipo canguro y confeccionada en algodón.",12.99,17.99,27.99,12.99,Botella,https://static.pullandbear.net/assets/public/ea90/117c/ea6641f890e9/f29b59328a18/07590554501-C/07590554501-C.jpg?ts=1731420668968&w=106&f=auto,7590/554,7590554.0,1030204822.0,In stock,Verde,Sudadera,Vintage,Monocromático,Casual
Sudadera gráfico jungle,https://www.pullandbear.com/es/sudadera-grafico-jungle-l03594508?cS=807&pelement=662406034,https://static.pullandbear.net/assets/public/52f6/d563/8cb94c22852e/8c951f682af8/03594508807-a1m/03594508807-a1m.jpg?ts=1731506913133&w=438&f=auto,https://static.pullandbear.net/assets/public/d165/fcc0/61704fd8864b/5e36725496aa/03594508807-m/03594508807-m.jpg?ts=1731506907461&w=438&f=auto,12.99,"Sudadera STWD de color gris delavado, cuello panadero botones, gráfico de animal en color flúor y texto &#39;Jungle&#39; en contraste.",12.99,17.99,27.99,12.99,Gris antracita,https://static.pullandbear.net/assets/public/9a8b/688b/8ff34456a1fc/4cb9734518ec/03594508807-C/03594508807-C.jpg?ts=1730816043446&w=106&f=auto,3594/508,3594508.0,1030204822.0,In stock,Gris,Sudadera,Estampado,Skater,Slim
Sudadera New York City brunch,https://www.pullandbear.com/es/sudadera-new-york-city-brunch-l03594548?cS=712&pelement=670030188,https://static.pullandbear.net/assets/public/b484/69f2/8c6c43a88a42/e401a64b977b/03594548712-A1M/03594548712-A1M.jpg?ts=1731074887864&w=438&f=auto,https://static.pullandbear.net/assets/public/43a6/ac84/90c140a89836/ee97b4f6d830/03594548712-M/03594548712-M.jpg?ts=1731074916691&w=438&f=auto,12.99,"Sudadera STWD con capucha, bolsillo delantero tipo canguro, texto &#39;New York City&quot;, gráfico de brunch y confeccionada en algodón.",12.99,17.99,27.99,12.99,Crudo,https://static.pullandbear.net/assets/public/4269/97e0/54174a7cb036/8fd7b661cb70/03594548712-C/03594548712-C.jpg?ts=1730816090488&w=106&f=auto,3594/548,3594548.0,1030204822.0,In stock,Blanco,Sudadera,Formal,Casual,Chándal
Jersey cuello perkins,https://www.pullandbear.com/es/jersey-cuello-perkins-l07554521?cS=251&pelement=630685215,https://static.pullandbear.net/assets/public/47a3/bd24/a4d34716985f/6db2b97cbfe2/07554521251-A1M/07554521251-A1M.jpg?ts=1729259634201&w=438&f=auto,https://static.pullandbear.net/assets/public/300a/f2a3/af694e4883de/737da93245ed/07554521251-M/07554521251-M.jpg?ts=1729259649631&w=438&f=auto,9.99,"Jersey con cuello perkins y de manga larga, disponible en varios colores.",9.99,12.99,19.99,9.99,Blanco roto,https://static.pullandbear.net/assets/public/72e3/670f/ccec4984be74/7a6c712fecf1/07554521251-C/07554521251-C.jpg?ts=1724689662750&w=106&f=auto,7554/521,7554521.0,1030204756.0,In stock,Blanco,Jersey,Deportivo,Vintage,Rasgado
Sudadera capucha STWD,https://www.pullandbear.com/es/sudadera-capucha-stwd-l07592517?cS=712&pelement=621953825,https://static.pullandbear.net/assets/public/bd47/bccf/bad04f1bbd5c/f517af3327ee/07590502712-A1M/07590502712-A1M.jpg?ts=1724660915737&w=438&f=auto,https://static.pullandbear.net/assets/public/d089/1f7e/6611470d9be0/d35b99988b7f/07590502712-M/07590502712-M.jpg?ts=1724660952841&w=438&f=auto,12.99,Sudadera con capucha y bolsillo tipo canguro con detalle de logo STWD.,12.99,19.99,29.99,12.99,Crudo,https://static.pullandbear.net/assets/public/588b/cff0/d4e242d7bbcc/bb93f0051cb6/07592517712-C/07592517712-C.jpg?ts=1724400341202&w=106&f=auto,7592/517,7592517.0,1030204822.0,In stock,Blanco,Sudadera,Elegante,Formal,Elegante
Jersey capucha STWD,https://www.pullandbear.com/es/jersey-capucha-stwd-l07554508?cS=833&pelement=621963132,https://static.pullandbear.net/assets/public/08d1/9d30/93984bea9d06/b4589d8f0466/07554508833-A1M/07554508833-A1M.jpg?ts=1725376232699&w=438&f=auto,https://static.pullandbear.net/assets/public/004b/331c/975f4c4a9b0c/851577db4493/07554508833-M/07554508833-M.jpg?ts=1725376242101&w=438&f=auto,9.99,"Jersey de punto STWD en lavado ácido con gráfico en la espalda, capucha, detalle de rib, de manga larga y confeccionada en algodón.",9.99,12.99,35.99,9.99,Negro delavado,https://static.pullandbear.net/assets/public/f3ea/0753/bde14b1ba913/84b77b56427a/07554508833-C/07554508833-C.jpg?ts=1725277466146&w=106&f=auto,7554/508,7554508.0,1030204756.0,In stock,Negro,Jersey,Casual,Streetwear,Slim
Jersey oversize calado lavado ácido,https://www.pullandbear.com/es/jersey-oversize-calado-lavado-acido-l07554525?cS=089&pelement=633467286,https://static.pullandbear.net/assets/public/00d9/6e42/005949049b37/ed13029fb9d2/07554525089-A1M/07554525089-A1M.jpg?ts=1724683800510&w=438&f=auto,https://static.pullandbear.net/assets/public/f943/9978/d2bf4feda6aa/69583e1fe290/07554525089-M/07554525089-M.jpg?ts=1724683803165&w=438&f=auto,9.99,,,,,,,,,,,Out of Stock,Otros,Jersey,Skinny,Streetwear,Color oscuro
